OrderID,Location,DeliveryType,Channel,OrderDate,OrderTime,OrderUUID,WorkflowUUID,OrderStartTime,OrderAcceptedTime,CourierArrivalTime,CourierStartedTime,CourierArrivalTime,CourierEndedTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,Country,CountryCode,City,OrderStatus,DeliveryStatus,IsScheduled,IsCompleted,MenuItemCount,CurrencyCode,GrossAOV,TimeToConfirm,OriginalPrepTime,IsPrepTimeIncreased,IncreasedPrepTime,TotalDeliveryTime,CourierRxWaitTime,TotalRxTime,StackingType,OrderDeviceType,IsSubscription,PrimaryKey
#62079,Friedrichshain,Delivery,UberEats,2023-04-30,21:12:24,6dccf7d4-fb01-59b5-ba3d-cd3814ae4a25,782df4b7-1366-4fd4-b1b9-5f54f6f62079,21:12:24,21:12:24,21:18:15,21:22:01,21:18:15,21:42:58,00:00:00,00:05:51,00:03:46,00:19:47,00:01:10,00:30:34,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.7,00:00:00,00:06:01,False,0.0,20.95,00:03:46,00:09:37,Multi Merchant,iOS,False,#62079 - Friedrichshain - 2023-04-30
#00EB1,Samariterkiez,Delivery,UberEats,2023-04-30,21:15:50,391f489d-9d48-5158-84b1-a7f4977a80df,52d573eb-ca3c-42b6-b2fe-211610600eb1,21:15:50,21:21:39,21:57:28,22:16:45,21:57:28,22:45:11,00:05:49,00:35:49,00:19:17,00:25:43,00:02:43,01:29:21,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,44.3,00:05:49,00:39:07,False,0.0,28.43,00:19:16,00:55:06,Multi Merchant,Android,True,#00EB1 - Samariterkiez - 2023-04-30
#64854,Friedrichshain,Delivery,UberEats,2023-04-30,21:22:28,98e01ab5-6a2e-55ef-be48-a9ab2f448cbd,6e407bab-6d7d-4b48-abd5-618085e64854,21:22:28,21:22:28,21:39:57,21:41:19,21:39:57,21:52:35,00:00:00,00:17:29,00:01:22,00:10:06,00:01:10,00:30:07,Germany,DEU,Berlin,Completed,Completed,False,True,7,EUR,42.2,00:00:00,00:14:57,False,0.0,11.27,00:01:22,00:18:51,Multi Merchant,iOS,True,#64854 - Friedrichshain - 2023-04-30
#D8D64,Friedrichshain,Delivery,UberEats,2023-04-30,21:31:45,eba8e6bb-c4e7-521e-a03f-2a7165d5f672,72e8d499-d570-49b9-9a4f-eaeebcbd8d64,21:31:45,21:31:45,21:44:28,21:48:30,21:44:28,22:13:06,00:00:00,00:12:43,00:04:02,00:21:11,00:03:25,00:41:21,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,29.1,00:00:00,00:09:16,False,0.0,24.6,00:04:01,00:16:45,Multi Merchant,iOS,False,#D8D64 - Friedrichshain - 2023-04-30
#AE553,Prenzlauer Berg,Delivery,UberEats,2023-04-30,21:43:39,f41b3e5d-3c88-598e-b101-a69772cec322,6c383bef-25b9-4efd-b183-45e6a16ae553,21:43:39,21:43:46,22:09:26,22:11:25,22:09:26,22:28:28,00:00:07,00:25:40,00:01:59,00:14:33,00:02:30,00:44:49,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,24.6,00:00:07,00:21:27,False,0.0,17.05,00:01:58,00:27:39,Multi Merchant,iOS,True,#AE553 - Prenzlauer Berg - 2023-04-30
#6C39F,Kreuzberg,Delivery,UberEats,2023-04-30,21:44:36,6b5b3f10-ddc5-5e2a-bbcd-ddcaf3cb1d56,7265f3e5-8dde-44de-bd41-3fb8a166c39f,21:44:36,21:45:24,22:05:02,22:09:08,22:05:02,22:31:11,00:00:48,00:19:38,00:04:06,00:18:23,00:03:40,00:46:34,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,23.1,00:00:48,00:15:13,False,0.0,22.05,00:04:05,00:23:43,Multi Merchant,iOS,True,#6C39F - Kreuzberg - 2023-04-30
#59A86,Prenzlauer Berg,Delivery,UberEats,2023-04-30,21:50:23,7bd3a884-3e32-5721-9774-35e970d44442,2fab3d0c-3721-44ec-835a-5d0524159a86,21:50:23,21:50:36,22:09:04,22:18:00,22:09:04,22:32:53,00:00:13,00:18:28,00:08:56,00:13:44,00:01:09,00:42:30,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,27.7,00:00:13,00:26:57,False,0.0,14.88,00:08:55,00:27:24,Multi Merchant,iOS,False,#59A86 - Prenzlauer Berg - 2023-04-30
#EF0F0,Prenzlauer Berg,Delivery,UberEats,2023-04-30,21:59:59,53208ada-a3ac-56ad-9663-a051f3a33b04,3c67ab0b-495b-4f55-835e-9674d19ef0f0,21:59:59,22:00:03,22:25:56,22:27:02,22:25:56,22:38:27,00:00:04,00:25:53,00:01:06,00:07:42,00:03:43,00:38:28,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.3,00:00:04,00:25:58,False,0.0,11.42,00:01:06,00:26:58,Non Batched,iOS,False,#EF0F0 - Prenzlauer Berg - 2023-04-30
#AA28D,Friedrichshain,Delivery,UberEats,2023-04-30,22:03:39,ac34181a-4a76-568f-8554-0d5203eabaf7,e0c03a94-09f9-4977-9876-d33fd40aa28d,22:03:39,22:03:39,22:17:12,22:18:32,22:17:12,22:29:27,00:00:00,00:13:33,00:01:20,00:09:48,00:01:07,00:25:48,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.7,00:00:00,00:12:00,False,0.0,10.92,00:01:19,00:14:52,Multi Merchant,iOS,True,#AA28D - Friedrichshain - 2023-04-30
#2CF8B,Samariterkiez,Delivery,UberEats,2023-04-30,22:06:51,599ade23-77cb-5c18-8ae7-43c5fb5b1f54,e1b188bb-9703-44bd-ac1f-ace0e732cf8b,22:06:51,22:07:06,23:05:32,23:14:05,23:05:32,23:21:32,00:00:15,00:58:26,00:08:33,00:05:08,00:02:19,01:14:40,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,29.7,00:00:15,00:54:59,False,0.0,7.45,00:08:33,01:06:58,Multi Merchant,iOS,True,#2CF8B - Samariterkiez - 2023-04-30
#65871,Prenzlauer Berg,Delivery,UberEats,2023-04-30,22:10:44,be64230b-fcbd-5b7a-b4f9-0bdca3c5376d,c523c5cd-4eb9-4d21-93f4-211160c65871,22:10:44,22:10:54,22:39:34,22:40:55,22:39:34,22:51:20,00:00:10,00:28:40,00:01:21,00:09:03,00:01:22,00:40:36,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,15.1,00:00:10,00:22:04,False,0.0,10.42,00:01:21,00:30:01,Single Merchant,iOS,True,#65871 - Prenzlauer Berg - 2023-04-30
#EEFC0,Prenzlauer Berg,Delivery,UberEats,2023-04-30,22:13:45,0abdcc6e-26d0-53d0-9cce-c6d2c6ddc4f5,3651cbeb-bd39-4a58-b46e-4607dd8eefc0,22:13:45,22:14:00,22:39:34,22:40:56,22:39:34,22:47:04,00:00:15,00:25:34,00:01:22,00:04:43,00:01:25,00:33:19,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,25.8,00:00:15,00:19:06,False,0.0,6.13,00:01:22,00:26:55,Single Merchant,iOS,True,#EEFC0 - Prenzlauer Berg - 2023-04-30
#A14CE,Prenzlauer Berg,Delivery,UberEats,2023-04-30,22:16:43,fd166c31-f115-559d-bd43-38c1f23c74c1,e178dfc1-1b6d-42b2-b5c4-acfea3ba14ce,22:16:43,22:16:52,22:47:15,22:48:07,22:47:15,22:59:29,00:00:09,00:30:23,00:00:52,00:09:57,00:01:25,00:42:46,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,23.1,00:00:09,00:25:09,False,0.0,11.37,00:00:52,00:31:15,Non Batched,iOS,False,#A14CE - Prenzlauer Berg - 2023-04-30
#DAB2C,Friedrichshain,Delivery,UberEats,2023-04-30,22:40:53,6c5b5c34-9cc0-5a24-99f7-bc301d95fa98,da2adf03-9246-416c-9f71-75f9458dab2c,22:40:53,22:40:53,22:45:20,22:49:08,22:45:20,23:01:11,00:00:00,00:04:27,00:03:48,00:10:56,00:01:07,00:20:18,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,10.4,00:00:00,00:11:54,False,0.0,12.05,00:03:48,00:08:15,Multi Merchant,Android,True,#DAB2C - Friedrichshain - 2023-04-30
#A6C61,Prenzlauer Berg,Delivery,UberEats,2023-04-30,22:55:50,a9efc412-5618-5596-9059-54a9aafc76f0,da759616-1c0a-4f2f-9936-bcba79aa6c61,22:55:50,22:55:57,23:07:12,23:08:01,23:07:12,23:25:34,00:00:07,00:11:15,00:00:49,00:14:39,00:02:54,00:29:43,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,24.4,00:00:07,00:05:31,False,0.0,17.55,00:00:49,00:12:04,Non Batched,iOS,True,#A6C61 - Prenzlauer Berg - 2023-04-30
#C49B8,Samariterkiez,Delivery,UberEats,2023-04-30,23:02:15,f8e0a6eb-78a6-5fb9-8286-70517eea023b,82b30e2a-c266-465a-bdcb-e0cbe4bc49b8,23:02:15,23:11:08,00:00:00,00:00:00,00:00:00,00:00:00,00:08:53,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Canceled,Unfulfilled,False,False,3,EUR,,00:08:52,00:39:22,False,0.0,,,,,iOS,True,#C49B8 - Samariterkiez - 2023-04-30
#04049,Friedrichshain,Delivery,UberEats,2023-04-30,23:28:55,b962c39d-537c-505e-8fcd-cb131a83bc53,34ffd730-2a76-4a0f-99a3-22fbb0104049,23:28:55,23:28:55,23:36:14,23:41:14,23:36:14,00:01:21,00:00:00,00:07:19,00:05:00,00:18:33,00:01:34,00:32:25,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,19.2,00:00:00,00:08:09,False,0.0,20.12,00:05:00,00:12:19,Multi Merchant,iOS,True,#04049 - Friedrichshain - 2023-04-30
#806BD,Prenzlauer Berg,Delivery,UberEats,2023-05-01,10:13:10,32be9e10-852f-5e0c-8991-ee543453d01b,9811005d-b6ef-4409-9231-364ad4c806bd,10:13:10,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,2,EUR,,,,False,0.0,,,,,iOS,True,#806BD - Prenzlauer Berg - 2023-05-01
#08809,Prenzlauer Berg,Delivery,UberEats,2023-05-01,10:18:35,5743882a-2370-5612-8817-3f454fdfa500,737a602b-366c-4d26-b245-1827c5d08809,10:18:35,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,4,EUR,,,,False,0.0,,,,,iOS,False,#08809 - Prenzlauer Berg - 2023-05-01
#35DF9,Friedrichshain,Delivery,UberEats,2023-05-01,11:30:46,715eecf4-6a2c-59da-a546-2af492393b02,7a29ccde-7823-489b-bcdd-560164d35df9,11:30:46,11:30:46,11:39:04,11:44:51,11:39:04,12:00:35,00:00:00,00:08:18,00:05:47,00:14:58,00:00:46,00:29:49,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.7,00:00:00,00:08:30,False,0.0,15.73,00:05:46,00:14:04,Single Merchant,iOS,True,#35DF9 - Friedrichshain - 2023-05-01
#EF881,Mitte,Delivery,UberEats,2023-05-01,11:32:36,3f63db18-044f-582c-8be8-19aced5ad252,63467967-4e01-464e-b232-4181bb1ef881,11:32:36,11:32:38,11:44:33,11:49:11,11:44:33,12:01:04,00:00:02,00:11:55,00:04:38,00:10:26,00:01:27,00:28:28,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,28.5,00:00:01,00:13:34,False,0.0,11.88,00:04:37,00:16:33,Multi Merchant,iOS,False,#EF881 - Mitte - 2023-05-01
#F7D8C,Friedrichshain,Delivery,UberEats,2023-05-01,11:34:18,bfe3725a-1a19-5705-bad7-51b9b332e672,37368ac4-7026-4b76-95da-4864cd4f7d8c,11:34:18,11:34:18,11:39:04,11:44:52,11:39:04,11:51:38,00:00:00,00:04:46,00:05:48,00:03:40,00:03:06,00:17:19,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.4,00:00:00,00:09:05,False,0.0,6.77,00:05:48,00:10:34,Single Merchant,iOS,True,#F7D8C - Friedrichshain - 2023-05-01
#F8E40,Mitte,Delivery,UberEats,2023-05-01,12:46:09,a9a8f460-8b83-597b-a5f0-52c3ab5e51bc,9f1cba5a-3b1a-4e6d-9461-c6f5febf8e40,12:46:09,12:46:10,12:55:08,13:00:03,12:55:08,13:14:55,00:00:01,00:08:58,00:04:55,00:13:09,00:01:43,00:28:46,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,18.2,00:00:01,00:14:12,False,0.0,14.87,00:04:55,00:13:52,Multi Merchant,iOS,True,#F8E40 - Mitte - 2023-05-01
#5B428,Friedrichshain,Delivery,UberEats,2023-05-01,13:35:54,8de14396-1ca0-53df-8bc0-53c1481418e2,5690fc15-1ede-41d2-a436-34376815b428,13:35:54,13:35:54,13:51:01,13:51:45,13:51:01,14:04:25,00:00:00,00:15:07,00:00:44,00:11:33,00:01:07,00:28:31,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.3,00:00:00,00:08:48,False,0.0,12.67,00:00:43,00:15:51,Multi Merchant,iOS,True,#5B428 - Friedrichshain - 2023-05-01
#34442,Charlottenburg,Delivery,UberEats,2023-05-01,13:48:29,77eefd19-6b4a-5bd2-8409-8f3f74edf9fd,6f1f7ffe-4f22-4c0f-9b63-d2b2f2f34442,13:48:29,13:48:31,13:55:39,14:05:51,13:55:39,14:16:52,00:00:02,00:07:08,00:10:12,00:09:52,00:01:09,00:28:22,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,38.2,00:00:01,00:10:39,False,0.0,11.02,00:10:12,00:17:19,Multi Merchant,iOS,False,#34442 - Charlottenburg - 2023-05-01
#228A2,Friedrichshain,Delivery,UberEats,2023-05-01,14:01:35,daf5ac33-f092-5b9c-a325-22a77b47e1a4,fa217340-757f-4451-8ec3-545cbfd228a2,14:01:35,14:01:35,14:15:33,14:17:33,14:15:33,14:37:11,00:00:00,00:13:58,00:02:00,00:16:16,00:03:22,00:35:36,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.2,00:00:00,00:15:31,False,0.0,19.63,00:02:00,00:15:58,Multi Merchant,Android,True,#228A2 - Friedrichshain - 2023-05-01
#F0437,Friedrichshain,Delivery,UberEats,2023-05-01,14:03:38,1d241090-c2d9-58c5-bc02-0e0da2bc27fd,30009857-622b-41b4-9a21-b560919f0437,14:03:38,14:03:38,14:18:39,14:21:58,14:18:39,14:43:05,00:00:00,00:15:01,00:03:19,00:20:09,00:00:58,00:39:27,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,20.6,00:00:00,00:16:41,False,0.0,21.12,00:03:19,00:18:19,Multi Merchant,iOS,False,#F0437 - Friedrichshain - 2023-05-01
#584FD,Friedrichshain,Pickup,UberEats,2023-05-01,14:06:53,992fddef-0dc6-5210-957d-d4d9a745c8f3,3d4b2f5e-2ab7-49c5-b3e3-2f8e54b584fd,14:06:53,14:06:53,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Completed,,False,True,2,EUR,21.5,00:00:00,00:16:03,False,0.0,,,,,Android,True,#584FD - Friedrichshain - 2023-05-01
#54886,Charlottenburg,Delivery,UberEats,2023-05-01,14:32:56,250d8e4f-cf8e-5256-a419-98d6901e19c2,b7a0c839-3d16-4fc9-aaea-3645f5e54886,14:32:56,14:32:58,14:44:07,14:53:10,14:44:07,15:07:05,00:00:02,00:11:09,00:09:03,00:10:49,00:03:06,00:34:09,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,24.6,00:00:01,00:11:19,False,0.0,13.92,00:09:03,00:20:12,Non Batched,iOS,False,#54886 - Charlottenburg - 2023-05-01
#95FED,Charlottenburg,Delivery,UberEats,2023-05-01,14:46:35,b4493633-f7e9-568b-a1b5-635ebe8edece,6656938d-16d3-492a-953d-a43856f95fed,14:46:35,14:46:37,15:00:28,15:07:59,15:00:28,15:21:54,00:00:02,00:13:51,00:07:31,00:11:33,00:02:22,00:35:19,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.8,00:00:01,00:13:24,False,0.0,13.92,00:07:31,00:21:22,Multi Merchant,Android,True,#95FED - Charlottenburg - 2023-05-01
#9042C,Friedrichshain,Delivery,UberEats,2023-05-01,15:07:09,0f633c3f-f735-58a3-8731-12be806031eb,46d985dd-56cc-4dca-a23f-11fd7539042c,15:07:09,15:07:09,15:22:48,15:25:29,15:22:48,15:41:05,00:00:00,00:15:39,00:02:41,00:12:51,00:02:45,00:33:55,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,14.4,00:00:00,00:13:54,False,0.0,15.6,00:02:40,00:18:19,Multi Merchant,iOS,False,#9042C - Friedrichshain - 2023-05-01
#B1AB7,Friedrichshain,Delivery,UberEats,2023-05-01,15:09:24,b1dc38b3-baa9-5f0b-95d5-3fb44fbd82d5,4aaac20f-8da7-4ff3-ace9-f743339b1ab7,15:09:24,15:09:24,15:30:11,15:32:05,15:30:11,15:44:27,00:00:00,00:20:47,00:01:54,00:06:46,00:05:36,00:35:03,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,22.6,00:00:00,00:14:13,False,0.0,12.37,00:01:54,00:22:40,Multi Merchant,iOS,True,#B1AB7 - Friedrichshain - 2023-05-01
#FE0BE,Mitte,Delivery,UberEats,2023-05-01,16:06:26,d16ee66c-8865-503c-a098-93abaa81fe61,540da173-7e90-4ad0-96dc-4080799fe0be,16:06:26,16:06:28,16:25:10,16:26:37,16:25:10,16:51:17,00:00:02,00:18:42,00:01:27,00:22:01,00:02:39,00:44:51,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,21.6,00:00:01,00:15:08,False,0.0,24.67,00:01:27,00:20:09,Multi Merchant,iOS,False,#FE0BE - Mitte - 2023-05-01
#F5AEB,Mitte,Delivery,UberEats,2023-05-01,16:08:30,18a3108b-f29a-5dc9-a10b-e50f9d1e2030,5c94f120-43f0-4aab-ab22-a8c1f85f5aeb,16:08:30,16:08:34,16:26:58,16:42:49,16:26:58,16:57:35,00:00:04,00:18:24,00:15:51,00:11:25,00:03:21,00:49:04,Germany,DEU,Berlin,Completed,Completed,False,True,7,EUR,53.7,00:00:04,00:13:44,False,0.0,14.77,00:15:51,00:34:15,Non Batched,iOS,False,#F5AEB - Mitte - 2023-05-01
#AC23B,Charlottenburg,Delivery,UberEats,2023-05-01,16:28:12,52cbe761-6774-52b5-82c1-35073c91f084,5d28c7df-c95e-450f-b4da-27b9b20ac23b,16:28:12,16:28:14,16:37:04,16:43:41,16:37:04,16:55:48,00:00:02,00:08:50,00:06:37,00:09:03,00:03:04,00:27:36,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,24.5,00:00:01,00:10:12,False,0.0,12.12,00:06:37,00:15:27,Multi Merchant,iOS,True,#AC23B - Charlottenburg - 2023-05-01
#00EF0,Friedrichshain,Delivery,UberEats,2023-05-01,16:31:18,baf9c95b-71eb-511c-9732-f44a442314bf,678017af-76a3-4fd2-b512-db4926300ef0,16:31:18,16:31:18,16:47:14,16:50:52,16:47:14,17:03:51,00:00:00,00:15:56,00:03:38,00:10:49,00:02:10,00:32:32,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.7,00:00:00,00:15:19,False,0.0,12.98,00:03:37,00:19:34,Multi Merchant,iOS,True,#00EF0 - Friedrichshain - 2023-05-01
#A5B67,Friedrichshain,Delivery,UberEats,2023-05-01,16:44:58,f4b691d4-fa65-5b99-9b63-ea8a26a5728a,504e9f9e-09e1-46ed-a3d8-5e16264a5b67,16:44:58,16:44:58,17:08:27,17:17:51,17:08:27,17:25:08,00:00:00,00:23:29,00:09:24,00:06:28,00:00:49,00:40:10,Germany,DEU,Berlin,Completed,Completed,False,True,10,EUR,82.6,00:00:00,00:15:49,False,0.0,7.28,00:09:24,00:32:52,Single Merchant,iOS,False,#A5B67 - Friedrichshain - 2023-05-01
#17F68,Friedrichshain,Delivery,UberEats,2023-05-01,16:50:54,a753f345-1f1c-5d60-9d95-366cb82cd28f,ac49bf3f-2872-44da-9abf-b70832617f68,16:50:54,16:50:54,17:07:55,17:17:50,17:07:55,17:35:48,00:00:00,00:17:01,00:09:55,00:15:36,00:02:22,00:44:54,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,30.8,00:00:00,00:18:43,False,0.0,17.97,00:09:55,00:26:55,Single Merchant,iOS,False,#17F68 - Friedrichshain - 2023-05-01
#C8EAF,Charlottenburg,Delivery,UberEats,2023-05-01,17:00:27,aa39adba-85a7-536e-9231-046cb8bbf0b7,e4d7dbc6-b61b-401d-9e85-350e5a3c8eaf,17:00:27,17:00:30,17:16:42,17:24:00,17:16:42,17:44:36,00:00:03,00:16:12,00:07:18,00:18:29,00:02:07,00:44:09,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,26.1,00:00:03,00:14:55,False,0.0,20.6,00:07:18,00:23:30,Multi Merchant,Web,True,#C8EAF - Charlottenburg - 2023-05-01
#AD769,Mitte,Delivery,UberEats,2023-05-01,17:13:35,ba2b0c45-78cb-5013-bdb5-05350df09f59,b6a07b59-e8e8-4e56-a78f-1cc843bad769,17:13:35,17:13:37,17:35:27,17:50:06,17:35:27,17:58:45,00:00:02,00:21:50,00:14:39,00:05:50,00:02:49,00:45:10,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.6,00:00:01,00:17:07,False,0.0,8.65,00:14:39,00:36:28,Multi Merchant,Android,True,#AD769 - Mitte - 2023-05-01
#410D4,Charlottenburg,Delivery,UberEats,2023-05-01,17:27:33,84481163-13d7-579d-b03e-5ee7dd8bc5a4,7756d21e-a64e-4d5d-ba24-aca2d15410d4,17:27:33,17:27:36,17:45:26,17:46:20,17:45:26,18:08:32,00:00:03,00:17:50,00:00:54,00:19:02,00:03:10,00:40:58,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.7,00:00:03,00:14:30,False,0.0,22.2,00:00:54,00:18:43,Multi Merchant,iOS,True,#410D4 - Charlottenburg - 2023-05-01
#6513C,Friedrichshain,Pickup,UberEats,2023-05-01,17:34:50,de1d49e4-7cd3-5aab-89f1-e19a7f387fbe,abd8afd2-038d-44f3-b99e-f4bdd616513c,17:34:50,17:34:50,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Completed,,False,True,1,EUR,9.9,00:00:00,00:13:11,False,0.0,,,,,iOS,True,#6513C - Friedrichshain - 2023-05-01
#F96F3,Friedrichshain,Delivery,UberEats,2023-05-01,17:40:10,87120490-97a6-5b3b-9537-9c5bad3c4ba1,f58a799d-7b01-4073-b9d1-a627f28f96f3,17:40:10,17:40:10,17:59:33,18:00:21,17:59:33,18:10:01,00:00:00,00:19:23,00:00:48,00:08:28,00:01:12,00:29:51,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,34.8,00:00:00,00:18:17,False,0.0,9.67,00:00:48,00:20:10,Non Batched,iOS,False,#F96F3 - Friedrichshain - 2023-05-01
#194CB,Samariterkiez,Delivery,UberEats,2023-05-01,18:25:34,f67f3abc-df5b-5cf6-8293-92e10f569c42,5f241d2b-b14e-43cd-806f-f84df93194cb,18:25:34,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,2,EUR,,,,False,0.0,,,,,Android,True,#194CB - Samariterkiez - 2023-05-01
#56A25,Friedrichshain,Delivery,UberEats,2023-05-01,18:33:16,c31fe166-a3ab-5d32-b40d-dbf555fdc568,34d4d4b6-162b-415e-9bac-469d2d556a25,18:33:16,18:33:16,19:09:28,19:12:59,19:09:28,19:34:13,00:00:00,00:36:12,00:03:31,00:17:37,00:03:37,01:00:57,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,31.5,00:00:00,00:17:42,False,0.0,21.23,00:03:31,00:39:43,Multi Merchant,iOS,True,#56A25 - Friedrichshain - 2023-05-01
#BE57A,Charlottenburg,Delivery,UberEats,2023-05-01,18:44:56,57c4719e-2bf0-5634-9ed0-29ddc7c3b2c2,40047cab-512c-453d-98f5-511cb7cbe57a,18:44:56,18:44:57,18:58:07,18:59:25,18:58:07,19:07:10,00:00:01,00:13:10,00:01:18,00:05:18,00:02:27,00:22:13,Germany,DEU,Berlin,Completed,Completed,False,True,1,EUR,11.7,00:00:01,00:12:10,False,0.0,7.75,00:01:18,00:14:28,Non Batched,iOS,False,#BE57A - Charlottenburg - 2023-05-01
#B3FF6,Friedrichshain,Delivery,UberEats,2023-05-01,18:45:50,1cfae88f-01b3-567b-8ecd-395f2599fff9,36d1f085-307f-43b1-a3ca-746da47b3ff6,18:45:50,18:45:50,19:04:38,19:06:15,19:04:38,19:20:24,00:00:00,00:18:48,00:01:37,00:12:44,00:01:25,00:34:34,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,19.2,00:00:00,00:10:48,False,0.0,14.15,00:01:37,00:20:25,Multi Merchant,iOS,False,#B3FF6 - Friedrichshain - 2023-05-01
#31F77,Charlottenburg,Delivery,UberEats,2023-05-01,18:49:45,18ca510e-0fb1-5e9d-ad0b-10df127341a7,7f7dceb8-ded9-4b21-8069-5616fbe31f77,18:49:45,18:49:47,19:07:52,19:08:22,19:07:52,19:12:29,00:00:02,00:18:05,00:00:30,00:02:30,00:01:37,00:22:43,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,15.2,00:00:01,00:16:52,False,0.0,4.12,00:00:30,00:18:34,Non Batched,Android,True,#31F77 - Charlottenburg - 2023-05-01
#90A93,Charlottenburg,Delivery,UberEats,2023-05-01,19:21:36,2654569b-8e6c-5922-a50e-f911af31da82,11cef827-5d6b-4453-955e-d016dae90a93,19:21:36,19:21:38,19:38:45,19:45:53,19:38:45,20:03:14,00:00:02,00:17:07,00:07:08,00:14:36,00:02:45,00:41:37,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,14.4,00:00:01,00:12:24,False,0.0,17.35,00:07:07,00:24:15,Multi Merchant,iOS,True,#90A93 - Charlottenburg - 2023-05-01
#F457F,Mitte,Delivery,UberEats,2023-05-01,19:34:46,6666b8ff-3f90-589d-af2b-83e9725aa78c,72ac98d2-0e33-45c3-b462-153931af457f,19:34:46,19:34:47,19:46:55,19:59:29,19:46:55,20:17:41,00:00:01,00:12:08,00:12:34,00:16:35,00:01:37,00:42:55,Germany,DEU,Berlin,Completed,Completed,False,True,8,EUR,48.7,00:00:01,00:13:49,False,0.0,18.2,00:12:34,00:24:42,Multi Merchant,iOS,False,#F457F - Mitte - 2023-05-01
#B5414,Bergmannkiez,Delivery,UberEats,2023-05-01,19:49:00,b702853d-6308-5306-aade-71ffad2c8ca9,390c722d-d4e5-478a-bc53-5a95e0fb5414,19:49:00,19:49:04,19:58:24,19:59:21,19:58:24,20:07:24,00:00:04,00:09:20,00:00:57,00:05:03,00:03:00,00:18:24,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,26.5,00:00:04,00:08:38,False,0.0,8.05,00:00:57,00:10:16,Non Batched,iOS,False,#B5414 - Bergmannkiez - 2023-05-01
