PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,City,OrderStatus,DeliveryStatus,DeliveryType,GrossAOV,StackingType,WorkflowUUID,OrderUUID,IsScheduled,IsSubscription,OrderStartTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,PromotionsOnItems,PriceAdjustments,DeliveryFee,PromotionsOnDelivery,Tips,MarketplaceFee,TotalPayout,PayoutDate,OrderIssue,TotalRefund,RefundCoveredByMerchant,RefundNotCoveredByMerchant,RatingScore
#FFF6B - Friedrichshain - 2023-05-12,Friedrichshain,#FFF6B,2023-05-12,22:50:18,Uber Eats,Berlin,Completed,Completed,Delivery,9.8,Non Batched,322fa1b7-bcfe-4dfa-9bb9-71add8dfff6b,1273998a-e63d-5c76-8e85-db6bfa70afb1,False,True,22:50:18,00:00:00,00:11:20,00:04:10,00:09:34,00:04:51,00:29:55,0.0,0.0,0.0,0.0,0.0,-3.09,6.71,15/05/2023,,,,,
#F22AC - Samariterkiez - 2023-05-12,Samariterkiez,#F22AC,2023-05-12,23:15:11,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Non Batched,e2c6c724-b7c1-4b53-a6a4-e27646ef22ac,32c596b0-a9b7-5ebb-900b-efc7cdb73cfe,False,True,23:15:11,00:06:15,00:36:42,00:05:48,00:07:05,00:08:31,01:04:20,-1.96,0.0,0.0,0.0,0.0,-5.56,12.08,15/05/2023,,,,,
#DB8A9 - Samariterkiez - 2023-05-12,Samariterkiez,#DB8A9,2023-05-12,23:18:57,Uber Eats,Berlin,Completed,Completed,Delivery,23.1,Non Batched,ff55c1be-84f7-47d7-9a8d-6895b38db8a9,f63f8ff2-e176-53e0-a7e6-1c543eef1d13,False,False,23:18:57,00:02:46,00:55:25,00:01:33,00:13:00,00:04:46,01:17:30,-4.62,0.0,0.0,0.0,0.0,-5.83,12.65,15/05/2023,,,,,5.0
#B0F15 - Samariterkiez - 2023-05-12,Samariterkiez,#B0F15,2023-05-12,23:37:44,Uber Eats,Berlin,Canceled,Canceled,Delivery,17.6,,f647155a-0463-41a1-9b80-6f40d63b0f15,b6c6db6c-1ca2-59cc-b38a-54fa08440fc8,False,True,23:37:44,00:00:13,00:00:00,00:00:00,00:00:00,00:00:00,,-1.96,0.0,0.0,0.0,0.0,-4.93,10.71,15/05/2023,,,,,
#7B41F - Samariterkiez - 2023-05-12,Samariterkiez,#7B41F,2023-05-12,23:48:42,Uber Eats,Berlin,Canceled,Unfulfilled,Delivery,,,9b517bfa-d110-44b1-8e70-ec2524c7b41f,12b3bf57-97eb-547f-a8d7-8579e6236e14,False,True,23:48:42,00:00:14,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#C46EE - Samariterkiez - 2023-05-13,Samariterkiez,#C46EE,2023-05-13,11:22:20,Uber Eats,Berlin,Completed,Completed,Delivery,21.1,Non Batched,3efbcaa2-c5f5-445b-851e-54b42a8c46ee,61130ce7-0f46-54eb-9016-5ead8d44d76e,False,True,11:22:20,00:02:18,01:21:26,00:01:46,00:07:22,00:01:16,01:34:07,-1.96,0.0,0.0,0.0,0.0,-6.03,13.11,15/05/2023,,,,,
#9B79A - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#9B79A,2023-05-13,12:43:24,Uber Eats,Leipzig,Completed,Completed,Delivery,19.6,Non Batched,34f6afb9-c756-467c-ba1e-52f1a179b79a,81932d3e-467a-5c37-8393-50c87f3f7f79,False,False,12:43:24,00:00:06,00:11:42,00:09:31,00:13:33,00:01:52,00:36:43,-3.92,0.0,0.0,0.0,0.0,-4.95,10.73,15/05/2023,,,,,
#8072B - Mitte - 2023-05-13,Mitte,#8072B,2023-05-13,13:26:26,Uber Eats,Berlin,Completed,Completed,Delivery,30.4,Multi Merchant,2e4d410d-fe75-4c7d-807d-a9568578072b,48ced8da-64d0-5b84-887d-203a0029a792,True,False,16:23:14,00:00:00,00:30:30,00:00:57,00:37:19,00:02:12,01:10:58,-6.9,0.0,0.0,0.0,0.0,-7.83,15.67,15/05/2023,,,,,
#B9FA6 - Friedrichshain - 2023-05-13,Friedrichshain,#B9FA6,2023-05-13,13:33:29,Uber Eats,Berlin,Completed,Completed,Delivery,26.6,Multi Merchant,62965b0a-8f53-4991-b3b5-4af2306b9fa6,169d166e-191a-5b6b-95ed-138e9bc169e3,False,True,13:33:29,00:00:14,00:12:59,00:00:27,00:05:37,00:01:43,00:20:46,-1.4,0.0,0.0,0.0,0.0,-7.95,17.25,15/05/2023,,,,,
#F0298 - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#F0298,2023-05-13,13:49:20,Uber Eats,Leipzig,Completed,Completed,Delivery,18.5,Multi Merchant,1000a618-934c-4f51-ae1f-f5ecb0cf0298,6170e0fd-7c31-5a9e-9618-028a918179eb,False,False,13:49:20,00:00:03,00:07:22,00:12:30,00:31:38,00:02:28,00:54:01,-1.96,0.0,0.0,0.0,0.0,-5.21,11.33,15/05/2023,,,,,
#D4F5C - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#D4F5C,2023-05-13,14:25:19,Uber Eats,Leipzig,Completed,Completed,Delivery,25.7,Non Batched,8cfc74cd-a8e3-4d3f-8c5f-62a7125d4f5c,a376597d-d832-550c-a0a0-59301f94d2cf,False,False,14:25:19,00:00:04,00:11:30,00:03:50,00:03:58,00:02:39,00:22:00,0.0,0.0,0.0,0.0,0.0,-8.1,17.6,15/05/2023,,,,,
#23DD2 - Friedrichshain - 2023-05-13,Friedrichshain,#23DD2,2023-05-13,14:35:42,Uber Eats,Berlin,Completed,Completed,Delivery,20.1,Non Batched,71100227-f247-43ac-9f63-921c5b523dd2,9587e708-5c58-5e84-a41c-083f2ce043d6,False,False,14:35:42,00:00:00,00:12:30,00:03:28,00:18:24,00:01:45,00:36:07,-3.46,0.0,0.0,0.0,0.0,-5.25,11.39,15/05/2023,,,,,
#38F3D - Mitte - 2023-05-13,Mitte,#38F3D,2023-05-13,14:42:56,Uber Eats,Berlin,Completed,Completed,Delivery,28.0,Non Batched,db7707a6-e3f4-4934-98ed-d12772f38f3d,0bf1484a-b60b-5d90-a646-c4f9df0bb9b7,False,False,14:42:56,00:00:02,00:12:14,00:01:49,00:14:28,00:01:55,00:30:28,-6.9,0.0,0.0,0.0,0.0,-7.03,14.07,15/05/2023,,,,,
#2108C - Bergmannkiez - 2023-05-13,Bergmannkiez,#2108C,2023-05-13,15:09:31,Uber Eats,Berlin,Unfulfilled,,Delivery,,,a11ef53d-3d32-47e2-a03b-c9c467b2108c,d3661679-e41c-53bc-a0d4-af4b4669c54b,False,False,15:09:31,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#6EB61 - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#6EB61,2023-05-13,15:35:29,Uber Eats,Leipzig,Completed,Completed,Delivery,34.2,Non Batched,feb84a09-6e49-4c5e-9d04-0fa650f6eb61,4cf2cdd0-4871-503b-b89a-6e9ae434c7dc,False,False,15:35:29,00:00:04,00:13:02,00:05:25,00:00:59,00:04:49,00:24:19,0.0,0.0,0.0,0.0,0.0,-10.78,23.42,15/05/2023,,,,,
#FA146 - Mitte - 2023-05-13,Mitte,#FA146,2023-05-13,15:38:51,Uber Eats,Berlin,Completed,Completed,Delivery,15.7,Non Batched,45a058a3-fff7-453c-9aac-37e2768fa146,8716e305-e2a0-5dc6-92d7-935526d963e1,False,True,15:38:51,00:00:02,00:12:26,00:01:55,00:05:05,00:01:45,00:21:13,-6.9,0.0,0.0,0.0,0.0,-2.93,5.87,15/05/2023,,,,,
#ADD8E - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#ADD8E,2023-05-13,16:01:32,Uber Eats,Leipzig,Completed,Completed,Delivery,25.0,Non Batched,a71c3d37-3fb1-45a7-a446-8d31d6eadd8e,bec17420-56b1-5d85-99c0-b58ead9f879d,False,False,16:01:32,00:00:04,00:08:36,00:12:09,00:02:39,00:02:49,00:26:16,-1.96,0.0,0.0,0.0,0.0,-7.27,15.77,15/05/2023,,,,,5.0
#059DC - Friedrichshain - 2023-05-13,Friedrichshain,#059DC,2023-05-13,16:17:00,Uber Eats,Berlin,Completed,Completed,Delivery,26.5,Multi Merchant,9a6adb1f-f086-41a9-9ed0-ae77224059dc,918768af-54a3-50c1-b2d8-49aa5c82f0cc,False,True,16:17:00,00:00:00,00:08:56,00:04:48,00:17:28,00:03:19,00:34:31,-1.38,0.0,0.0,0.0,0.0,-7.93,17.19,15/05/2023,,,,,4.0
#332A0 - Charlottenburg - 2023-05-13,Charlottenburg,#332A0,2023-05-13,16:33:05,Uber Eats,Berlin,Completed,Completed,Delivery,17.2,Non Batched,a29698ec-0186-4a11-b76f-df7b927332a0,c661f65c-a5c7-51e4-8416-815924989ac4,False,False,16:33:05,00:00:02,00:11:29,00:01:30,00:06:06,00:01:55,00:21:01,-0.7,0.0,0.0,0.0,0.0,-5.2,11.3,15/05/2023,,,,,
#8BF5A - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#8BF5A,2023-05-13,16:41:24,Uber Eats,Leipzig,Completed,Completed,Delivery,23.4,Single Merchant,27970639-756b-4b7d-a986-24e1ed18bf5a,1c4a3aad-322c-51a8-935a-0e0b4e6d6a50,False,False,16:41:24,00:00:03,00:12:54,00:04:07,00:02:53,00:02:30,00:22:27,-1.96,0.0,0.0,0.0,0.0,-6.76,14.68,15/05/2023,,,,,
#57191 - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#57191,2023-05-13,16:44:57,Uber Eats,Leipzig,Completed,Completed,Delivery,11.7,Single Merchant,77043b80-8c88-42f5-a22b-d8ee42d57191,1796a271-d518-5c9b-a355-03fff2b9c822,False,False,16:44:57,00:00:06,00:09:18,00:04:06,00:15:38,00:00:01,00:29:09,-1.96,0.0,0.0,0.0,0.0,-3.07,6.67,15/05/2023,,,,,
#E3B3A - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#E3B3A,2023-05-13,16:48:42,Uber Eats,Leipzig,Completed,Completed,Delivery,43.9,Non Batched,a1f4d899-9cf9-45c8-87b3-bf4523ee3b3a,9cef199a-28c6-5cfa-96c4-603875fcd9ab,False,False,16:48:42,00:00:04,00:24:01,00:02:57,00:10:41,00:02:13,00:39:55,-3.92,0.0,0.0,0.0,0.0,-12.6,27.38,15/05/2023,,,,,5.0
#69963 - Prenzlauer Berg - 2023-05-13,Prenzlauer Berg,#69963,2023-05-13,16:55:35,Uber Eats,Berlin,Completed,Completed,Delivery,22.1,Non Batched,eceb74b8-7aac-4b11-86da-d0a809969963,4a9c9a9e-6aae-5614-a3b6-861a7e6bd862,False,True,16:55:35,00:00:17,00:06:18,00:00:56,00:01:52,00:05:07,00:14:30,-1.38,0.0,0.0,0.0,0.0,-6.53,14.19,15/05/2023,,,,,
#C351D - Mitte - 2023-05-13,Mitte,#C351D,2023-05-13,17:08:32,Uber Eats,Berlin,Completed,Completed,Delivery,9.0,Non Batched,36a08ac2-3a17-4510-8813-c5a4763c351d,383d72a9-d3c2-53be-b0c0-3c7bfa54f75e,False,False,17:08:32,00:00:02,00:23:01,00:02:31,00:11:37,00:03:09,00:40:19,0.0,0.0,0.0,0.0,0.0,-3.0,6.0,15/05/2023,,,,,
#42B81 - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#42B81,2023-05-13,17:26:38,Uber Eats,Leipzig,Completed,Completed,Delivery,21.5,Non Batched,7a24ce9a-f17e-4930-a66d-c03b93a42b81,d45d27ae-b053-5fcf-88f0-a23fb582b90c,False,False,17:26:38,00:00:05,00:10:23,00:01:18,00:05:02,00:02:13,00:19:00,-3.92,0.0,0.0,0.0,0.0,-5.55,12.03,15/05/2023,,,,,
#F4B3E - Samariterkiez - 2023-05-13,Samariterkiez,#F4B3E,2023-05-13,17:38:10,Uber Eats,Berlin,Completed,Completed,Delivery,13.3,Non Batched,9affa156-2101-46a1-9d55-6eab3fbf4b3e,964ebd9a-66d5-54da-ae27-77ec80c18aa8,False,True,17:38:10,00:00:09,01:24:41,00:02:52,00:03:36,00:02:51,01:34:09,-2.66,0.0,0.0,0.0,0.0,-3.36,7.28,15/05/2023,,,,,
#2F22F - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#2F22F,2023-05-13,18:25:14,Uber Eats,Leipzig,Completed,Completed,Delivery,18.6,Non Batched,77f31c55-6b73-4c8d-a352-d0d1ffc2f22f,db11a52c-77cb-5d91-ad04-a217c35cf111,False,False,18:25:14,00:00:04,00:12:04,00:11:36,00:09:29,00:02:58,00:36:10,-1.96,0.0,0.0,0.0,0.0,-5.25,11.39,15/05/2023,,,,,
#529B4 - Charlottenburg - 2023-05-13,Charlottenburg,#529B4,2023-05-13,18:28:51,Uber Eats,Berlin,Completed,Completed,Delivery,20.1,Multi Merchant,a4507265-fba2-4fb1-bba1-e02902a529b4,f2c15619-abee-5999-b47d-c295c2e868ae,False,True,18:28:51,00:00:04,00:13:34,00:01:18,00:14:34,00:02:22,00:31:52,-0.7,0.0,0.0,0.0,0.0,-6.12,13.28,15/05/2023,,,,,3.0
#F62B9 - Mitte - 2023-05-13,Mitte,#F62B9,2023-05-13,18:31:25,Uber Eats,Berlin,Completed,Completed,Delivery,29.6,Non Batched,62d1f05b-3f57-4546-b53c-d866dcef62b9,b1c8220f-0862-544c-9b0b-e0af033e469f,False,True,18:31:25,00:00:01,00:14:07,00:01:50,00:05:39,00:00:22,00:21:58,-6.9,0.0,0.0,0.0,0.0,-7.57,15.13,15/05/2023,,,,,
#BBBEA - Kreuzberg - 2023-05-13,Kreuzberg,#BBBEA,2023-05-13,18:41:36,Uber Eats,Berlin,Completed,Completed,Delivery,15.2,Non Batched,928de974-e1b6-4238-86fb-febd222bbbea,4e306666-78b3-5c81-8764-edc1ea15935b,False,True,18:41:36,00:00:09,00:27:23,00:04:05,00:17:11,00:01:49,00:50:37,-0.7,0.0,0.0,0.0,0.0,-4.57,9.93,15/05/2023,Wrong Order,14.5,14.5,0.0,
#38054 - Charlottenburg - 2023-05-13,Charlottenburg,#38054,2023-05-13,18:46:22,Uber Eats,Berlin,Completed,Completed,Delivery,16.7,Multi Merchant,31ec383a-633f-4dd9-8efc-75895c438054,7b94dbc9-5703-5e33-b95e-bd6d666fa870,False,True,18:46:22,00:00:04,00:07:09,00:12:52,00:17:52,00:02:21,00:40:18,-1.38,0.0,0.0,0.0,0.0,-4.83,10.49,15/05/2023,,,,,
#91249 - Mitte - 2023-05-13,Mitte,#91249,2023-05-13,19:04:00,Uber Eats,Berlin,Completed,Completed,Delivery,13.8,Non Batched,ce228776-5cd3-4ed9-bf9f-19e218b91249,f760d308-8cdf-5802-885d-9ac3df648992,False,True,19:04:00,00:00:02,00:19:55,00:03:19,00:04:29,00:01:00,00:28:45,-6.9,0.0,0.0,0.0,0.0,-2.3,4.6,15/05/2023,,,,,
#6868C - Friedrichshain - 2023-05-13,Friedrichshain,#6868C,2023-05-13,19:11:27,Uber Eats,Berlin,Completed,Completed,Delivery,16.8,Multi Merchant,be895085-3d7a-4c9f-96f3-e16fef16868c,6dc7a6cf-2078-5b66-a012-2979458546a3,False,True,19:11:27,00:00:00,00:25:00,00:01:38,00:03:54,00:07:01,00:37:33,-1.4,0.0,0.0,0.0,0.0,-4.86,10.54,15/05/2023,,,,,
#7D524 - Charlottenburg - 2023-05-13,Charlottenburg,#7D524,2023-05-13,19:21:58,Uber Eats,Berlin,Completed,Completed,Delivery,20.7,Multi Merchant,35f278a5-702f-4374-838f-e77c4c97d524,aa8a0f91-0edb-583f-9f82-0e014fd8f2b7,False,True,19:21:58,00:00:02,00:14:20,00:13:33,00:17:55,00:01:45,00:47:34,-4.14,0.0,0.0,0.0,0.0,-5.22,11.34,15/05/2023,,,,,5.0
#505AB - Charlottenburg - 2023-05-13,Charlottenburg,#505AB,2023-05-13,19:23:38,Uber Eats,Berlin,Completed,Completed,Delivery,22.1,Multi Merchant,8bb9e332-00e6-4be8-8bc7-b24c69f505ab,29b24cfc-a59b-5175-84a7-1d275170a151,False,True,19:23:38,00:00:02,00:06:22,00:10:58,00:15:50,00:02:22,00:35:34,-2.08,0.0,0.0,0.0,0.0,-6.32,13.7,15/05/2023,,,,,
#B6DBF - Friedrichshain - 2023-05-13,Friedrichshain,#B6DBF,2023-05-13,19:29:17,Uber Eats,Berlin,Completed,Completed,Delivery,18.6,Multi Merchant,110f65e7-6143-475a-b073-e5fa1ddb6dbf,16b73e2d-6f3f-54d4-b159-97ddcc38bc82,False,True,19:29:17,00:00:00,00:19:39,00:00:29,00:14:16,00:01:04,00:35:28,-1.38,0.0,0.0,0.0,0.0,-5.43,11.79,15/05/2023,,,,,3.0
#25E52 - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#25E52,2023-05-13,19:38:49,Uber Eats,Leipzig,Completed,Completed,Delivery,27.2,Non Batched,e8fd5415-143f-4e6c-b526-74b7ecf25e52,138a2eab-121d-5503-8673-c198467eba4e,False,False,19:38:49,00:00:05,00:33:35,00:00:51,00:10:41,00:01:03,00:46:13,-1.96,0.0,0.0,0.0,0.0,-7.96,17.28,15/05/2023,,,,,
#5DBC6 - Mitte - 2023-05-13,Mitte,#5DBC6,2023-05-13,19:51:59,Uber Eats,Berlin,Completed,Completed,Delivery,13.8,Multi Merchant,27154a57-2082-44da-bc13-0e4d77f5dbc6,8a537812-ac34-55f1-b3a4-86093db429d1,False,True,19:51:59,00:00:02,00:14:16,00:04:14,00:09:56,00:02:21,00:30:49,-11.9,0.0,0.0,0.0,0.0,-0.63,1.27,15/05/2023,,,,,5.0
#67454 - Prenzlauer Berg - 2023-05-13,Prenzlauer Berg,#67454,2023-05-13,19:59:17,Uber Eats,Berlin,Completed,Completed,Delivery,23.1,Multi Merchant,f9dc9dcb-1179-426f-9f33-5ed3b7467454,5d3ace8c-beb9-558f-8fa9-fb5a7063c85f,False,False,19:59:17,00:00:06,00:11:03,00:01:32,00:41:17,00:03:31,00:57:28,0.0,0.0,0.0,-3.99,0.0,-7.28,11.83,15/05/2023,,,,,
#C63C1 - Friedrichshain - 2023-05-13,Friedrichshain,#C63C1,2023-05-13,20:02:19,Uber Eats,Berlin,Completed,Completed,Delivery,21.3,Multi Merchant,6ffa8914-cc77-43dc-af4b-ba73f51c63c1,3c55e4c4-f293-5410-a0d1-b432e637dfc9,False,False,20:02:19,00:00:00,00:10:48,00:02:18,00:11:39,00:02:34,00:27:19,-1.4,0.0,0.0,0.0,0.0,-6.27,13.63,15/05/2023,,,,,
#43FE4 - Leipzig Mitte - 2023-05-13,Leipzig Mitte,#43FE4,2023-05-13,20:08:22,Uber Eats,Leipzig,Completed,Completed,Delivery,28.5,Multi Merchant,f3979688-380a-45a1-ab55-a638fc543fe4,740fce5c-e926-5f40-ae71-62da3c3004c6,False,False,20:08:22,00:00:05,00:10:53,00:18:08,00:25:20,00:07:54,01:02:19,-1.96,0.0,0.0,0.0,0.0,-8.37,18.17,15/05/2023,,,,,
#588D4 - Mitte - 2023-05-13,Mitte,#588D4,2023-05-13,20:17:13,Uber Eats,Berlin,Completed,Completed,Delivery,37.8,Multi Merchant,4b066bd3-6b42-4a60-a4af-2fb781d588d4,f7d68c69-46cc-5bfe-bc92-58c475396c05,False,False,20:17:13,00:00:02,00:11:08,00:19:34,00:18:19,00:01:58,00:51:01,0.0,0.0,0.0,0.0,0.0,-12.59,25.21,15/05/2023,,,,,
#B9C0D - Bergmannkiez - 2023-05-13,Bergmannkiez,#B9C0D,2023-05-13,20:27:48,Uber Eats,Berlin,Completed,Completed,Delivery,26.4,Multi Merchant,293ceb15-8b02-4afa-99fb-95d8822b9c0d,cad1983c-804f-5e91-8432-74c0661c6fcb,False,False,20:27:48,00:00:17,00:16:28,00:05:23,00:21:17,00:02:00,00:45:10,0.0,0.0,0.0,0.0,0.0,-8.33,18.07,15/05/2023,Missing Items,4.9,4.9,0.0,
#10D3B - Mitte - 2023-05-13,Mitte,#10D3B,2023-05-13,20:48:06,Uber Eats,Berlin,Completed,Completed,Delivery,17.3,Multi Merchant,5375c036-cd1a-4527-a2b9-9e1e97610d3b,dcccc809-898c-51d3-80e0-dd318007b6b5,False,False,20:48:06,00:00:01,00:17:10,00:01:16,00:18:40,00:01:19,00:38:25,-6.9,0.0,0.0,0.0,0.0,-3.46,6.94,15/05/2023,,,,,
#ACE4B - Friedrichshain - 2023-05-13,Friedrichshain,#ACE4B,2023-05-13,20:57:09,Uber Eats,Berlin,Completed,Completed,Delivery,15.6,Multi Merchant,544ea8d2-88ba-4966-aa83-365b2bbace4b,cb921f02-528c-58e3-9191-bd082cdf8635,False,False,20:57:09,00:00:00,00:16:15,00:00:34,00:08:15,00:01:40,00:26:43,0.0,0.0,0.0,0.0,0.0,-4.91,10.69,15/05/2023,,,,,
#E6115 - Samariterkiez - 2023-05-13,Samariterkiez,#E6115,2023-05-13,21:03:53,Uber Eats,Berlin,Completed,Completed,Delivery,25.1,Non Batched,9b041172-d984-4ac7-987d-5b5e75fe6115,97386418-2e30-5d17-939c-7406813244db,False,True,21:03:53,00:00:25,00:43:24,00:02:15,00:06:50,00:02:43,00:55:37,-2.66,0.0,0.0,0.0,0.0,-7.08,15.36,15/05/2023,,,,,5.0
#F99F5 - Bergmannkiez - 2023-05-13,Bergmannkiez,#F99F5,2023-05-13,21:11:04,Uber Eats,Berlin,Completed,Completed,Delivery,20.1,Non Batched,2a2c4c79-d030-4bc8-93cd-a240269f99f5,4132d77c-76bb-5230-9652-feb74e551069,False,True,21:11:04,00:00:03,00:00:00,00:00:00,00:10:35,00:00:49,00:27:25,0.0,0.0,0.0,0.0,0.0,-6.34,13.76,15/05/2023,,,,,
#83A80 - Prenzlauer Berg - 2023-05-13,Prenzlauer Berg,#83A80,2023-05-13,21:18:58,Uber Eats,Berlin,Completed,Completed,Delivery,34.9,Multi Merchant,5e31ebb7-54dc-4d38-ac56-0f020fe83a80,45a68c75-8829-502c-a10a-b5b4e2d2e1b7,False,True,21:18:58,00:00:07,00:19:43,00:01:39,00:20:13,00:03:54,00:45:36,-2.76,0.0,0.0,0.0,0.0,-10.14,22.0,15/05/2023,,,,,
#5B6C4 - Mitte - 2023-05-13,Mitte,#5B6C4,2023-05-13,21:20:47,Uber Eats,Berlin,Completed,Completed,Delivery,14.3,Multi Merchant,fc119c68-2aa0-40b6-bc39-3c862ea5b6c4,61c165e9-c4d6-5d5a-b9b4-981ec39be09e,False,True,21:20:47,00:00:02,00:16:24,00:01:58,00:16:42,00:03:52,00:38:58,0.0,0.0,0.0,0.0,0.0,-4.76,9.54,15/05/2023,,,,,
#F14C9 - Prenzlauer Berg - 2023-05-13,Prenzlauer Berg,#F14C9,2023-05-13,21:44:59,Uber Eats,Berlin,Completed,Completed,Delivery,11.7,Non Batched,839f5c5c-c560-4e46-9dd3-f97d791f14c9,7ecf46b5-faca-5f83-b5ad-33f49df12fe2,False,True,21:44:59,00:00:07,00:17:43,00:01:03,00:14:17,00:01:31,00:34:40,0.0,0.0,0.0,0.0,0.0,-3.69,8.01,15/05/2023,,,,,
#3E240 - Friedrichshain - 2023-05-13,Friedrichshain,#3E240,2023-05-13,21:45:18,Uber Eats,Berlin,Completed,Completed,Delivery,27.4,Non Batched,9391ddd2-c4d7-4305-8091-3586a933e240,077023ea-ce8c-51b3-9499-ad22a97f6b8f,False,False,21:45:18,00:00:00,00:10:06,00:08:10,00:24:47,00:02:37,00:45:40,-1.38,0.0,0.0,0.0,0.0,-8.21,17.81,15/05/2023,,,,,
#51C06 - Bergmannkiez - 2023-05-13,Bergmannkiez,#51C06,2023-05-13,22:18:08,Uber Eats,Berlin,Completed,Completed,Delivery,4.4,Non Batched,8e5b6fb6-20fe-4959-b8be-6fd954f51c06,3b5ef5fe-6a70-5041-9f36-dfe0da1b543d,False,False,22:18:08,00:00:02,00:11:42,00:00:31,00:15:02,00:05:40,00:32:57,0.0,0.0,0.0,0.0,0.0,-1.39,3.01,15/05/2023,,,,,
#665A8 - Samariterkiez - 2023-05-13,Samariterkiez,#665A8,2023-05-13,22:30:51,Uber Eats,Berlin,Completed,Completed,Delivery,25.9,Non Batched,753f6278-f539-4340-b7fa-378fca4665a8,7f0caed1-dbc4-5cc5-9195-ea83ee1c0cd8,False,False,22:30:51,00:00:14,00:11:51,00:18:00,00:09:16,00:02:48,00:42:09,-1.96,0.0,0.0,0.0,0.0,-7.54,16.4,15/05/2023,,,,,
#C0F5F - Prenzlauer Berg - 2023-05-13,Prenzlauer Berg,#C0F5F,2023-05-13,22:49:53,Uber Eats,Berlin,Completed,Completed,Delivery,14.7,Non Batched,a8ca5e8a-4bd4-4b60-9f46-0027cdbc0f5f,90ca7c5a-137d-5e17-8e6d-d636a9ee0c7e,False,True,22:49:53,00:00:17,00:17:59,00:02:29,00:05:16,00:04:05,00:30:06,0.0,0.0,0.0,0.0,0.0,-4.64,10.06,15/05/2023,,,,,
#68A61 - Friedrichshain - 2023-05-13,Friedrichshain,#68A61,2023-05-13,22:58:47,Uber Eats,Berlin,Completed,Completed,Delivery,18.3,Non Batched,1fbbc431-3e99-41d0-85e6-19137ce68a61,64bb69e8-737b-566d-8ce4-3727f9a6e687,False,False,22:58:47,00:00:00,00:09:43,00:01:12,00:06:29,00:06:10,00:23:34,-1.38,0.0,0.0,0.0,0.0,-5.33,11.59,15/05/2023,,,,,
#9592F - Friedrichshain - 2023-05-13,Friedrichshain,#9592F,2023-05-13,23:09:39,Uber Eats,Berlin,Completed,Completed,Delivery,25.4,Multi Merchant,38c052c4-0a13-42fc-bea6-b9ee00f9592f,afd47bc0-8263-554b-9781-4cf935ca5f1f,False,False,23:09:39,00:00:00,00:19:51,00:00:59,00:36:25,00:03:22,01:00:37,0.0,0.0,0.0,0.0,0.0,-8.01,17.39,15/05/2023,,,,,
#CF405 - Prenzlauer Berg - 2023-05-14,Prenzlauer Berg,#CF405,2023-05-14,10:11:03,Uber Eats,Berlin,Completed,Completed,Delivery,15.9,Non Batched,70f944b6-826a-4f5b-ae49-daf9d4dcf405,1c5812ce-afe7-5e61-bb98-c20029ad5177,False,False,10:11:03,00:00:22,00:13:10,00:01:23,00:10:46,00:01:16,00:26:57,0.0,0.0,0.0,-3.99,0.0,-5.01,6.9,15/05/2023,,,,,
#63D6E - Leipzig Mitte - 2023-05-14,Leipzig Mitte,#63D6E,2023-05-14,10:58:37,Uber Eats,Leipzig,Canceled,,Delivery,,,17a68cbb-18a4-4bac-ba28-b9eb18d63d6e,9f6fe52b-716e-51c5-80cd-742c67dc25e0,True,True,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#851FC - Mitte - 2023-05-14,Mitte,#851FC,2023-05-14,11:08:17,Uber Eats,Berlin,Completed,Completed,Delivery,13.3,Multi Merchant,d04008b3-d9f6-4dad-a673-f74a21a851fc,467adcb2-5f16-55d8-aa3d-961ef384232f,False,True,11:08:17,00:00:02,00:12:35,00:03:26,00:26:07,00:04:01,00:46:10,0.0,0.0,0.0,0.0,0.0,-4.43,8.87,15/05/2023,,,,,
#15D81 - Prenzlauer Berg - 2023-05-14,Prenzlauer Berg,#15D81,2023-05-14,11:11:39,Uber Eats,Berlin,Completed,Completed,Delivery,10.7,Multi Merchant,7779ae17-67c9-4ed3-982d-2c18c9e15d81,805c7ce6-c892-5602-865a-1b4e6c306c24,False,True,11:11:39,00:00:12,00:23:06,00:01:56,00:14:20,00:02:28,00:42:01,0.0,0.0,0.0,0.0,0.0,-3.38,7.32,15/05/2023,,,,,
