PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,OrderStatus,DeliveryType,GrossAOV,OrderDuration,RatingScore
#319 - Prenzlauer Berg - 2023-04-17,Prenzlauer Berg,#319,2023-04-17,20:50:00,Wolt,Delivered,Delivery,54.2,,
#320 - Prenzlauer Berg - 2023-04-17,Prenzlauer Berg,#320,2023-04-17,20:54:00,Wolt,Delivered,Delivery,9.5,,
#207 - Friedrichshain - 2023-04-17,Friedrichshain,#207,2023-04-17,20:56:00,Wolt,Delivered,Delivery,13.4,,
#321 - Prenzlauer Berg - 2023-04-17,Prenzlauer Berg,#321,2023-04-17,21:03:00,Wolt,Delivered,Delivery,22.6,,
#447 - Charlottenburg - 2023-04-17,Charlottenburg,#447,2023-04-17,21:12:00,Wolt,Delivered,Delivery,15.2,,
#322 - Prenzlauer Berg - 2023-04-17,Prenzlauer Berg,#322,2023-04-17,21:31:00,Wolt,Delivered,Delivery,21.2,,
#323 - Prenzlauer Berg - 2023-04-17,Prenzlauer Berg,#323,2023-04-17,21:38:00,Wolt,Delivered,Delivery,13.4,,
#324 - Prenzlauer Berg - 2023-04-17,Prenzlauer Berg,#324,2023-04-17,22:26:00,Wolt,Delivered,Delivery,11.4,,
#325 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#325,2023-04-18,10:25:00,Wolt,Delivered,Delivery,13.3,,5.0
#326 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#326,2023-04-18,10:36:00,Wolt,Delivered,Delivery,12.9,,4.0
#327 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#327,2023-04-18,11:19:00,Wolt,Delivered,Delivery,31.8,,
#448 - Charlottenburg - 2023-04-18,Charlottenburg,#448,2023-04-18,11:37:00,Wolt,Delivered,Delivery,14.2,,
#328 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#328,2023-04-18,12:00:00,Wolt,Delivered,Delivery,50.2,,
#330 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#330,2023-04-18,12:28:00,Wolt,Delivered,Delivery,9.8,,
#329 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#329,2023-04-18,12:28:00,Wolt,Delivered,Delivery,33.5,,
#751 - Bergmannkiez - 2023-04-18,Bergmannkiez,#751,2023-04-18,12:30:00,Wolt,Delivered,Delivery,19.6,,
#331 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#331,2023-04-18,12:40:00,Wolt,Delivered,Delivery,9.5,,3.0
#528 - Kreuzberg - 2023-04-18,Kreuzberg,#528,2023-04-18,12:41:00,Wolt,Delivered,Delivery,16.3,,
#530 - Kreuzberg - 2023-04-18,Kreuzberg,#530,2023-04-18,13:08:00,Wolt,Delivered,Delivery,25.0,,
#449 - Charlottenburg - 2023-04-18,Charlottenburg,#449,2023-04-18,13:09:00,Wolt,Delivered,Delivery,11.7,,
#332 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#332,2023-04-18,13:13:00,Wolt,Delivered,Delivery,15.5,,
#440 - Mitte - 2023-04-18,Mitte,#440,2023-04-18,13:19:00,Wolt,Delivered,Delivery,13.3,,
#333 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#333,2023-04-18,13:33:00,Wolt,Delivered,Delivery,15.7,,
#208 - Friedrichshain - 2023-04-18,Friedrichshain,#208,2023-04-18,13:36:00,Wolt,Delivered,Delivery,19.7,,
#209 - Friedrichshain - 2023-04-18,Friedrichshain,#209,2023-04-18,13:44:00,Wolt,Delivered,Delivery,30.4,,
#441 - Mitte - 2023-04-18,Mitte,#441,2023-04-18,14:03:00,Wolt,Delivered,Delivery,11.4,,
#442 - Mitte - 2023-04-18,Mitte,#442,2023-04-18,14:26:00,Wolt,Delivered,Delivery,17.6,,
#334 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#334,2023-04-18,14:35:00,Wolt,Delivered,Delivery,22.5,,
#335 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#335,2023-04-18,14:37:00,Wolt,Delivered,Delivery,11.4,,
#336 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#336,2023-04-18,15:23:00,Wolt,Delivered,Delivery,25.4,,
#443 - Mitte - 2023-04-18,Mitte,#443,2023-04-18,15:34:00,Wolt,Delivered,Delivery,11.8,,
#444 - Mitte - 2023-04-18,Mitte,#444,2023-04-18,15:36:00,Wolt,Delivered,Delivery,13.3,,
#531 - Kreuzberg - 2023-04-18,Kreuzberg,#531,2023-04-18,15:44:00,Wolt,Delivered,Delivery,17.2,,4.0
#337 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#337,2023-04-18,15:45:00,Wolt,Delivered,Delivery,19.3,,
#532 - Kreuzberg - 2023-04-18,Kreuzberg,#532,2023-04-18,15:54:00,Wolt,Delivered,Delivery,29.5,,
#338 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#338,2023-04-18,16:03:00,Wolt,Delivered,Delivery,16.8,,
#533 - Kreuzberg - 2023-04-18,Kreuzberg,#533,2023-04-18,16:07:00,Wolt,Delivered,Delivery,19.3,,4.0
#339 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#339,2023-04-18,16:21:00,Wolt,Delivered,Delivery,9.8,,
#534 - Kreuzberg - 2023-04-18,Kreuzberg,#534,2023-04-18,17:20:00,Wolt,Delivered,Delivery,20.1,,
#340 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#340,2023-04-18,17:22:00,Wolt,Delivered,Delivery,19.6,,
#341 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#341,2023-04-18,17:23:00,Wolt,Delivered,Delivery,34.5,,
#752 - Bergmannkiez - 2023-04-18,Bergmannkiez,#752,2023-04-18,17:27:00,Wolt,Delivered,Delivery,14.7,,
#445 - Mitte - 2023-04-18,Mitte,#445,2023-04-18,17:41:00,Wolt,Delivered,Delivery,9.8,,
#535 - Kreuzberg - 2023-04-18,Kreuzberg,#535,2023-04-18,17:42:00,Wolt,Delivered,Delivery,35.9,,
#536 - Kreuzberg - 2023-04-18,Kreuzberg,#536,2023-04-18,18:07:00,Wolt,Delivered,Delivery,33.8,,
#446 - Mitte - 2023-04-18,Mitte,#446,2023-04-18,18:15:00,Wolt,Delivered,Delivery,16.8,,
#450 - Charlottenburg - 2023-04-18,Charlottenburg,#450,2023-04-18,18:17:00,Wolt,Delivered,Delivery,17.1,,
#342 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#342,2023-04-18,18:29:00,Wolt,Delivered,Delivery,9.9,,2.0
#537 - Kreuzberg - 2023-04-18,Kreuzberg,#537,2023-04-18,18:31:00,Wolt,Delivered,Delivery,28.3,,5.0
#343 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#343,2023-04-18,18:32:00,Wolt,Delivered,Delivery,41.7,,
#753 - Bergmannkiez - 2023-04-18,Bergmannkiez,#753,2023-04-18,18:56:00,Wolt,Delivered,Delivery,28.0,,
#210 - Friedrichshain - 2023-04-18,Friedrichshain,#210,2023-04-18,19:03:00,Wolt,Delivered,Delivery,13.6,,
#211 - Friedrichshain - 2023-04-18,Friedrichshain,#211,2023-04-18,19:29:00,Wolt,Delivered,Delivery,12.9,,5.0
#344 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#344,2023-04-18,19:40:00,Wolt,Delivered,Delivery,13.7,,3.0
#539 - Kreuzberg - 2023-04-18,Kreuzberg,#539,2023-04-18,19:50:00,Wolt,Delivered,Delivery,11.7,,
#540 - Kreuzberg - 2023-04-18,Kreuzberg,#540,2023-04-18,19:54:00,Wolt,Delivered,Delivery,9.5,,
#346 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#346,2023-04-18,19:57:00,Wolt,Delivered,Delivery,23.2,,5.0
#345 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#345,2023-04-18,19:57:00,Wolt,Delivered,Delivery,21.7,,5.0
#347 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#347,2023-04-18,20:08:00,Wolt,Delivered,Delivery,18.6,,
#212 - Friedrichshain - 2023-04-18,Friedrichshain,#212,2023-04-18,20:13:00,Wolt,Delivered,Delivery,12.8,,
#541 - Kreuzberg - 2023-04-18,Kreuzberg,#541,2023-04-18,20:20:00,Wolt,Delivered,Delivery,11.4,,
#542 - Kreuzberg - 2023-04-18,Kreuzberg,#542,2023-04-18,20:30:00,Wolt,Delivered,Delivery,15.2,,5.0
#754 - Bergmannkiez - 2023-04-18,Bergmannkiez,#754,2023-04-18,20:39:00,Wolt,Delivered,Delivery,23.5,,
#543 - Kreuzberg - 2023-04-18,Kreuzberg,#543,2023-04-18,20:40:00,Wolt,Delivered,Delivery,23.1,,
#348 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#348,2023-04-18,20:42:00,Wolt,Delivered,Delivery,16.3,,
#349 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#349,2023-04-18,20:44:00,Wolt,Delivered,Delivery,19.6,,
#350 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#350,2023-04-18,21:00:00,Wolt,Delivered,Delivery,40.7,,1.0
#544 - Kreuzberg - 2023-04-18,Kreuzberg,#544,2023-04-18,21:27:00,Wolt,Delivered,Delivery,16.7,,4.0
#351 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#351,2023-04-18,22:08:00,Wolt,Delivered,Delivery,18.7,,
#352 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#352,2023-04-18,22:23:00,Wolt,Delivered,Delivery,13.3,,5.0
#353 - Prenzlauer Berg - 2023-04-18,Prenzlauer Berg,#353,2023-04-18,22:40:00,Wolt,Delivered,Delivery,11.8,,
#354 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#354,2023-04-19,11:00:00,Wolt,Delivered,Delivery,19.6,,
#447 - Mitte - 2023-04-19,Mitte,#447,2023-04-19,11:59:00,Wolt,Delivered,Delivery,13.3,,
#213 - Friedrichshain - 2023-04-19,Friedrichshain,#213,2023-04-19,12:42:00,Wolt,Delivered,Delivery,13.7,,
#355 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#355,2023-04-19,12:54:00,Wolt,Delivered,Delivery,19.6,,
#448 - Mitte - 2023-04-19,Mitte,#448,2023-04-19,12:54:00,Wolt,Delivered,Delivery,18.5,,
#356 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#356,2023-04-19,13:36:00,Wolt,Delivered,Delivery,13.7,,
#755 - Bergmannkiez - 2023-04-19,Bergmannkiez,#755,2023-04-19,14:01:00,Wolt,Delivered,Delivery,31.5,,
#756 - Bergmannkiez - 2023-04-19,Bergmannkiez,#756,2023-04-19,14:13:00,Wolt,Delivered,Delivery,10.7,,1.0
#451 - Charlottenburg - 2023-04-19,Charlottenburg,#451,2023-04-19,15:11:00,Wolt,Delivered,Delivery,27.6,,5.0
#545 - Kreuzberg - 2023-04-19,Kreuzberg,#545,2023-04-19,15:19:00,Wolt,Delivered,Delivery,18.1,,5.0
#214 - Friedrichshain - 2023-04-19,Friedrichshain,#214,2023-04-19,15:37:00,Wolt,Delivered,Delivery,14.4,,
#358 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#358,2023-04-19,17:42:00,Wolt,Delivered,Delivery,35.9,,5.0
#215 - Friedrichshain - 2023-04-19,Friedrichshain,#215,2023-04-19,17:46:00,Wolt,Delivered,Delivery,30.7,,
#359 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#359,2023-04-19,17:51:00,Wolt,Delivered,Delivery,25.5,,
#452 - Charlottenburg - 2023-04-19,Charlottenburg,#452,2023-04-19,18:01:00,Wolt,Delivered,Delivery,21.5,,
#216 - Friedrichshain - 2023-04-19,Friedrichshain,#216,2023-04-19,18:23:00,Wolt,Delivered,Delivery,23.5,,
#217 - Friedrichshain - 2023-04-19,Friedrichshain,#217,2023-04-19,18:33:00,Wolt,Delivered,Delivery,21.5,,
#360 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#360,2023-04-19,18:41:00,Wolt,Delivered,Delivery,17.2,,
#361 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#361,2023-04-19,18:51:00,Wolt,Delivered,Delivery,21.5,,
#218 - Friedrichshain - 2023-04-19,Friedrichshain,#218,2023-04-19,18:56:00,Wolt,Delivered,Delivery,28.0,,
#362 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#362,2023-04-19,19:12:00,Wolt,Delivered,Delivery,13.7,,
#219 - Friedrichshain - 2023-04-19,Friedrichshain,#219,2023-04-19,19:19:00,Wolt,Delivered,Delivery,43.1,,
#449 - Mitte - 2023-04-19,Mitte,#449,2023-04-19,19:54:00,Wolt,Delivered,Delivery,17.7,,
#546 - Kreuzberg - 2023-04-19,Kreuzberg,#546,2023-04-19,20:15:00,Wolt,Rejected,Delivery,24.5,,
#220 - Friedrichshain - 2023-04-19,Friedrichshain,#220,2023-04-19,20:18:00,Wolt,Delivered,Delivery,26.1,,
#757 - Bergmannkiez - 2023-04-19,Bergmannkiez,#757,2023-04-19,20:21:00,Wolt,Delivered,Delivery,19.6,,
#758 - Bergmannkiez - 2023-04-19,Bergmannkiez,#758,2023-04-19,20:56:00,Wolt,Delivered,Delivery,21.2,,
#363 - Prenzlauer Berg - 2023-04-19,Prenzlauer Berg,#363,2023-04-19,21:44:00,Wolt,Delivered,Delivery,28.4,,
#364 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#364,2023-04-20,11:05:00,Wolt,Delivered,Delivery,30.6,,
#450 - Mitte - 2023-04-20,Mitte,#450,2023-04-20,11:37:00,Wolt,Delivered,Delivery,13.7,,
#365 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#365,2023-04-20,11:57:00,Wolt,Delivered,Delivery,13.3,,
#221 - Friedrichshain - 2023-04-20,Friedrichshain,#221,2023-04-20,12:11:00,Wolt,Delivered,Delivery,9.7,,
#547 - Kreuzberg - 2023-04-20,Kreuzberg,#547,2023-04-20,12:26:00,Wolt,Delivered,Delivery,14.2,,
#548 - Kreuzberg - 2023-04-20,Kreuzberg,#548,2023-04-20,12:28:00,Wolt,Delivered,Delivery,17.1,,
#222 - Friedrichshain - 2023-04-20,Friedrichshain,#222,2023-04-20,13:01:00,Wolt,Delivered,Delivery,19.3,,
#451 - Mitte - 2023-04-20,Mitte,#451,2023-04-20,14:00:00,Wolt,Delivered,Delivery,9.5,,
#452 - Mitte - 2023-04-20,Mitte,#452,2023-04-20,14:03:00,Wolt,Delivered,Delivery,24.7,,
#366 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#366,2023-04-20,14:06:00,Wolt,Delivered,Delivery,11.7,,
#367 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#367,2023-04-20,15:09:00,Wolt,Delivered,Delivery,11.0,,
#223 - Friedrichshain - 2023-04-20,Friedrichshain,#223,2023-04-20,16:26:00,Wolt,Delivered,Delivery,34.8,,
#549 - Kreuzberg - 2023-04-20,Kreuzberg,#549,2023-04-20,17:11:00,Wolt,Delivered,Delivery,34.8,,
#453 - Mitte - 2023-04-20,Mitte,#453,2023-04-20,17:32:00,Wolt,Delivered,Delivery,26.9,,
#550 - Kreuzberg - 2023-04-20,Kreuzberg,#550,2023-04-20,17:48:00,Wolt,Delivered,Delivery,13.7,,
#368 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#368,2023-04-20,18:02:00,Wolt,Delivered,Delivery,24.5,,
#369 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#369,2023-04-20,18:42:00,Wolt,Delivered,Delivery,32.2,,5.0
#454 - Mitte - 2023-04-20,Mitte,#454,2023-04-20,18:51:00,Wolt,Delivered,Delivery,40.9,,
#370 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#370,2023-04-20,19:13:00,Wolt,Delivered,Delivery,23.1,,5.0
#371 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#371,2023-04-20,19:15:00,Wolt,Delivered,Delivery,19.6,,
#372 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#372,2023-04-20,19:47:00,Wolt,Delivered,Delivery,13.3,,
#373 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#373,2023-04-20,20:07:00,Wolt,Delivered,Delivery,18.2,,
#374 - Prenzlauer Berg - 2023-04-20,Prenzlauer Berg,#374,2023-04-20,20:23:00,Wolt,Delivered,Delivery,36.8,,
#551 - Kreuzberg - 2023-04-20,Kreuzberg,#551,2023-04-20,21:28:00,Wolt,Delivered,Delivery,19.6,,
#375 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#375,2023-04-21,10:52:00,Wolt,Delivered,Delivery,25.5,,
#453 - Charlottenburg - 2023-04-21,Charlottenburg,#453,2023-04-21,11:01:00,Wolt,Delivered,Delivery,19.8,,
#376 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#376,2023-04-21,11:37:00,Wolt,Rejected,Delivery,9.8,,
#454 - Charlottenburg - 2023-04-21,Charlottenburg,#454,2023-04-21,11:57:00,Wolt,Delivered,Delivery,14.3,,
#377 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#377,2023-04-21,12:40:00,Wolt,Delivered,Delivery,27.0,,
#455 - Mitte - 2023-04-21,Mitte,#455,2023-04-21,13:02:00,Wolt,Delivered,Delivery,37.5,,
#224 - Friedrichshain - 2023-04-21,Friedrichshain,#224,2023-04-21,13:06:00,Wolt,Delivered,Delivery,28.0,,
#759 - Bergmannkiez - 2023-04-21,Bergmannkiez,#759,2023-04-21,13:54:00,Wolt,Delivered,Delivery,13.7,,
#225 - Friedrichshain - 2023-04-21,Friedrichshain,#225,2023-04-21,16:46:00,Wolt,Delivered,Delivery,11.8,,
#456 - Mitte - 2023-04-21,Mitte,#456,2023-04-21,16:57:00,Wolt,Delivered,Delivery,31.0,,
#378 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#378,2023-04-21,17:15:00,Wolt,Delivered,Delivery,11.7,,
#457 - Mitte - 2023-04-21,Mitte,#457,2023-04-21,18:06:00,Wolt,Delivered,Delivery,16.3,,
#379 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#379,2023-04-21,18:09:00,Wolt,Delivered,Delivery,25.4,,
#380 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#380,2023-04-21,18:14:00,Wolt,Delivered,Delivery,24.2,,
#381 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#381,2023-04-21,18:25:00,Wolt,Delivered,Delivery,36.3,,
#382 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#382,2023-04-21,18:29:00,Wolt,Delivered,Delivery,29.6,,5.0
#383 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#383,2023-04-21,18:52:00,Wolt,Delivered,Delivery,16.3,,
#226 - Friedrichshain - 2023-04-21,Friedrichshain,#226,2023-04-21,19:06:00,Wolt,Delivered,Delivery,30.0,,4.0
#458 - Mitte - 2023-04-21,Mitte,#458,2023-04-21,19:06:00,Wolt,Delivered,Delivery,35.9,,
#384 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#384,2023-04-21,19:11:00,Wolt,Delivered,Delivery,29.4,,
#459 - Mitte - 2023-04-21,Mitte,#459,2023-04-21,19:13:00,Wolt,Delivered,Delivery,19.1,,5.0
#460 - Mitte - 2023-04-21,Mitte,#460,2023-04-21,19:27:00,Wolt,Delivered,Delivery,43.7,,
#461 - Mitte - 2023-04-21,Mitte,#461,2023-04-21,19:31:00,Wolt,Delivered,Delivery,10.4,,
#385 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#385,2023-04-21,19:32:00,Wolt,Delivered,Delivery,39.9,,5.0
#227 - Friedrichshain - 2023-04-21,Friedrichshain,#227,2023-04-21,19:42:00,Wolt,Delivered,Delivery,29.3,,
#462 - Mitte - 2023-04-21,Mitte,#462,2023-04-21,19:44:00,Wolt,Delivered,Delivery,33.8,,
#760 - Bergmannkiez - 2023-04-21,Bergmannkiez,#760,2023-04-21,20:02:00,Wolt,Delivered,Delivery,19.6,,
#386 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#386,2023-04-21,20:08:00,Wolt,Delivered,Delivery,27.0,,5.0
#761 - Bergmannkiez - 2023-04-21,Bergmannkiez,#761,2023-04-21,20:09:00,Wolt,Delivered,Delivery,28.9,,
#228 - Friedrichshain - 2023-04-21,Friedrichshain,#228,2023-04-21,20:15:00,Wolt,Delivered,Delivery,43.5,,
#387 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#387,2023-04-21,20:40:00,Wolt,Delivered,Delivery,20.6,,
#463 - Mitte - 2023-04-21,Mitte,#463,2023-04-21,20:40:00,Wolt,Delivered,Delivery,23.2,,
#236 - Friedrichshain - 2023-04-21,Friedrichshain,#236,2023-04-21,21:10:00,Wolt,Delivered,Delivery,9.5,,
#388 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#388,2023-04-21,21:11:00,Wolt,Delivered,Delivery,15.2,,
#237 - Friedrichshain - 2023-04-21,Friedrichshain,#237,2023-04-21,21:45:00,Wolt,Delivered,Delivery,13.3,,
#392 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#392,2023-04-21,22:07:00,Wolt,Delivered,Delivery,15.6,,
#238 - Friedrichshain - 2023-04-21,Friedrichshain,#238,2023-04-21,22:08:00,Wolt,Delivered,Delivery,15.6,,
#393 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#393,2023-04-21,22:09:00,Wolt,Delivered,Delivery,15.2,,
#239 - Friedrichshain - 2023-04-21,Friedrichshain,#239,2023-04-21,22:31:00,Wolt,Delivered,Delivery,14.7,,
#394 - Prenzlauer Berg - 2023-04-21,Prenzlauer Berg,#394,2023-04-21,22:44:00,Wolt,Delivered,Delivery,13.3,,
#240 - Friedrichshain - 2023-04-22,Friedrichshain,#240,2023-04-22,13:40:00,Wolt,Delivered,Delivery,15.2,,
#395 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#395,2023-04-22,14:02:00,Wolt,Delivered,Delivery,19.3,,
#762 - Bergmannkiez - 2023-04-22,Bergmannkiez,#762,2023-04-22,14:02:00,Wolt,Delivered,Delivery,17.6,,
#464 - Mitte - 2023-04-22,Mitte,#464,2023-04-22,14:08:00,Wolt,Delivered,Delivery,21.2,,
#465 - Mitte - 2023-04-22,Mitte,#465,2023-04-22,15:03:00,Wolt,Delivered,Delivery,24.5,,
#397 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#397,2023-04-22,15:46:00,Wolt,Delivered,Delivery,19.3,,
#466 - Mitte - 2023-04-22,Mitte,#466,2023-04-22,16:02:00,Wolt,Delivered,Delivery,14.8,,
#398 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#398,2023-04-22,16:59:00,Wolt,Delivered,Delivery,22.1,,
#399 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#399,2023-04-22,17:20:00,Wolt,Delivered,Delivery,18.1,,
#763 - Bergmannkiez - 2023-04-22,Bergmannkiez,#763,2023-04-22,18:25:00,Wolt,Delivered,Delivery,14.7,,
#455 - Charlottenburg - 2023-04-22,Charlottenburg,#455,2023-04-22,18:31:00,Wolt,Delivered,Delivery,13.7,,
#764 - Bergmannkiez - 2023-04-22,Bergmannkiez,#764,2023-04-22,18:43:00,Wolt,Delivered,Delivery,14.7,,1.0
#400 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#400,2023-04-22,18:49:00,Wolt,Delivered,Delivery,19.7,,
#241 - Friedrichshain - 2023-04-22,Friedrichshain,#241,2023-04-22,18:53:00,Wolt,Delivered,Delivery,22.5,,
#765 - Bergmannkiez - 2023-04-22,Bergmannkiez,#765,2023-04-22,18:54:00,Wolt,Delivered,Delivery,23.1,,
#766 - Bergmannkiez - 2023-04-22,Bergmannkiez,#766,2023-04-22,19:05:00,Wolt,Delivered,Delivery,26.7,,
#242 - Friedrichshain - 2023-04-22,Friedrichshain,#242,2023-04-22,19:08:00,Wolt,Delivered,Delivery,29.9,,
#467 - Mitte - 2023-04-22,Mitte,#467,2023-04-22,19:30:00,Wolt,Delivered,Delivery,23.5,,
#401 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#401,2023-04-22,19:34:00,Wolt,Delivered,Delivery,64.9,,
#243 - Friedrichshain - 2023-04-22,Friedrichshain,#243,2023-04-22,19:34:00,Wolt,Delivered,Delivery,20.5,,
#468 - Mitte - 2023-04-22,Mitte,#468,2023-04-22,19:34:00,Wolt,Delivered,Delivery,25.8,,
#767 - Bergmannkiez - 2023-04-22,Bergmannkiez,#767,2023-04-22,19:38:00,Wolt,Delivered,Delivery,13.3,,
#244 - Friedrichshain - 2023-04-22,Friedrichshain,#244,2023-04-22,19:57:00,Wolt,Delivered,Delivery,14.3,,
#245 - Friedrichshain - 2023-04-22,Friedrichshain,#245,2023-04-22,20:03:00,Wolt,Delivered,Delivery,23.2,,
#402 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#402,2023-04-22,20:07:00,Wolt,Delivered,Delivery,18.2,,
#246 - Friedrichshain - 2023-04-22,Friedrichshain,#246,2023-04-22,20:16:00,Wolt,Delivered,Delivery,45.0,,
#403 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#403,2023-04-22,20:36:00,Wolt,Delivered,Delivery,11.4,,
#552 - Kreuzberg - 2023-04-22,Kreuzberg,#552,2023-04-22,20:48:00,Wolt,Delivered,Delivery,13.7,,
#247 - Friedrichshain - 2023-04-22,Friedrichshain,#247,2023-04-22,20:49:00,Wolt,Delivered,Delivery,31.9,,
#248 - Friedrichshain - 2023-04-22,Friedrichshain,#248,2023-04-22,21:10:00,Wolt,Delivered,Delivery,12.9,,
#249 - Friedrichshain - 2023-04-22,Friedrichshain,#249,2023-04-22,21:32:00,Wolt,Delivered,Delivery,18.6,,
#469 - Mitte - 2023-04-22,Mitte,#469,2023-04-22,21:33:00,Wolt,Delivered,Delivery,31.0,,
#404 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#404,2023-04-22,21:58:00,Wolt,Delivered,Delivery,22.1,,
#250 - Friedrichshain - 2023-04-22,Friedrichshain,#250,2023-04-22,22:08:00,Wolt,Delivered,Delivery,16.2,,
#251 - Friedrichshain - 2023-04-22,Friedrichshain,#251,2023-04-22,22:10:00,Wolt,Delivered,Delivery,24.1,,4.0
#405 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#405,2023-04-22,22:41:00,Wolt,Delivered,Delivery,14.2,,
#406 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#406,2023-04-22,22:42:00,Wolt,Delivered,Delivery,16.7,,
#407 - Prenzlauer Berg - 2023-04-22,Prenzlauer Berg,#407,2023-04-22,22:45:00,Wolt,Delivered,Delivery,14.3,,
#252 - Friedrichshain - 2023-04-22,Friedrichshain,#252,2023-04-22,23:10:00,Wolt,Delivered,Delivery,13.3,,
#408 - Prenzlauer Berg - 2023-04-23,Prenzlauer Berg,#408,2023-04-23,11:07:00,Wolt,Delivered,Delivery,15.2,,
#409 - Prenzlauer Berg - 2023-04-23,Prenzlauer Berg,#409,2023-04-23,11:53:00,Wolt,Delivered,Delivery,18.5,,
#253 - Friedrichshain - 2023-04-23,Friedrichshain,#253,2023-04-23,11:54:00,Wolt,Delivered,Delivery,13.6,,3.0
#410 - Prenzlauer Berg - 2023-04-23,Prenzlauer Berg,#410,2023-04-23,12:25:00,Wolt,Delivered,Delivery,35.2,,
#254 - Friedrichshain - 2023-04-23,Friedrichshain,#254,2023-04-23,12:36:00,Wolt,Delivered,Delivery,21.6,,
