Location,OrderID,OrderUUID,OrderDate,RatingType,RatingScore,PrimaryKey
Charlottenburg,#B0255,a876d9e6-cde0-5969-b873-c38d395fb372,2023-04-11,Consumer To Merchant,5,#B0255 - Charlottenburg - 2023-04-11
Friedrichshain,#8F1B6,4dd81b8d-ad6c-515c-a2c7-5da40312c556,2023-04-17,Consumer To Merchant,5,#8F1B6 - Friedrichshain - 2023-04-17
Friedrichshain,#89362,990fecd7-bee5-5896-b429-5bf50de87c58,2023-04-02,Consumer To Merchant,5,#89362 - Friedrichshain - 2023-04-02
Mitte,#DEAD7,bea64fef-7251-536e-817b-c4b0c9af9b31,2023-04-08,Consumer To Merchant,5,#DEAD7 - Mitte - 2023-04-08
Prenzlauer Berg,#85781,ec40cb90-3b73-52fa-891e-c0095a26ddb0,2023-04-12,Consumer To Merchant,4,#85781 - Prenzlauer Berg - 2023-04-12
Friedrichshain,#036C3,fdd9c3c5-a7b6-59a6-93bf-dd83a49dcc07,2023-04-17,Consumer To Merchant,1,#036C3 - Friedrichshain - 2023-04-17
Prenzlauer Berg,#74E2B,b1011e0b-9c57-504b-a000-1982e8d5ad08,2023-04-17,Consumer To Merchant,5,#74E2B - Prenzlauer Berg - 2023-04-17
Prenzlauer Berg,#B24A0,dd25fbfc-c1c2-58d8-acea-9348208094b8,2023-04-12,Consumer To Merchant,4,#B24A0 - Prenzlauer Berg - 2023-04-12
Prenzlauer Berg,#0FC45,47778dda-940f-5bfd-ad5d-87acbdb098b9,2023-04-23,Consumer To Merchant,5,#0FC45 - Prenzlauer Berg - 2023-04-23
Friedrichshain,#811AD,f0bbacfb-f2b7-5d34-b712-4b3451c871ec,2023-04-01,Consumer To Merchant,5,#811AD - Friedrichshain - 2023-04-01
Prenzlauer Berg,#96D9C,37556649-4984-5d35-8f2b-17eeaf3048ef,2023-04-13,Consumer To Merchant,5,#96D9C - Prenzlauer Berg - 2023-04-13
Bergmannkiez,#B3671,d73c5913-85e3-5820-9e5e-44a80d5eaa4d,2023-04-07,Consumer To Merchant,5,#B3671 - Bergmannkiez - 2023-04-07
Charlottenburg,#1AA51,4f248809-57ee-5e7b-8a7a-90f0d24b6b61,2023-04-02,Consumer To Merchant,5,#1AA51 - Charlottenburg - 2023-04-02
Charlottenburg,#C74F9,ae0bbbfe-e8d2-59b5-a345-69a96c6879ce,2023-04-12,Consumer To Merchant,5,#C74F9 - Charlottenburg - 2023-04-12
Friedrichshain,#E7A10,5f1951ed-ea29-5307-bf68-b742de114274,2023-04-18,Consumer To Merchant,5,#E7A10 - Friedrichshain - 2023-04-18
Mitte,#F95F1,27da4e63-ccbf-5c5a-aaa9-7659bb1a1963,2023-04-18,Consumer To Merchant,3,#F95F1 - Mitte - 2023-04-18
Friedrichshain,#48B55,5fe31605-3fbc-5674-983e-34280b46830b,2023-04-11,Consumer To Merchant,5,#48B55 - Friedrichshain - 2023-04-11
Prenzlauer Berg,#FDD25,f18acadd-2573-5561-9dec-65d55235677b,2023-04-15,Consumer To Merchant,5,#FDD25 - Prenzlauer Berg - 2023-04-15
Prenzlauer Berg,#FDCE3,79b42552-6905-5232-ad44-100630d26502,2023-04-18,Consumer To Merchant,5,#FDCE3 - Prenzlauer Berg - 2023-04-18
Friedrichshain,#9B227,7b3f307b-82c8-5912-a218-1feff7cf25b8,2023-04-18,Consumer To Merchant,5,#9B227 - Friedrichshain - 2023-04-18
Bergmannkiez,#2AD70,8b18744a-2ea5-5a28-8cac-a88e3ab1c816,2023-04-03,Consumer To Merchant,5,#2AD70 - Bergmannkiez - 2023-04-03
Bergmannkiez,#01F4F,808aa7f6-d86b-53bd-9de4-eec90b0dd322,2023-04-03,Consumer To Merchant,5,#01F4F - Bergmannkiez - 2023-04-03
Bergmannkiez,#BFE92,b0e6e842-a0b3-5388-b52c-9672a864716a,2023-04-17,Consumer To Merchant,5,#BFE92 - Bergmannkiez - 2023-04-17
Friedrichshain,#2FFA3,4de77e87-6281-5a96-8c70-f55aa10ef791,2023-04-09,Consumer To Merchant,4,#2FFA3 - Friedrichshain - 2023-04-09
Bergmannkiez,#C0881,ce4981c9-d7e3-5da0-adce-61bfeac5758f,2023-04-10,Consumer To Merchant,5,#C0881 - Bergmannkiez - 2023-04-10
Bergmannkiez,#F1FA1,555cf3b9-ce30-54ca-a808-7f9ac89b2fcf,2023-04-02,Consumer To Merchant,4,#F1FA1 - Bergmannkiez - 2023-04-02
Mitte,#26FC4,b42153ca-9fb2-585d-b1b7-4b66a04e6bdb,2023-04-01,Consumer To Merchant,4,#26FC4 - Mitte - 2023-04-01
Mitte,#70B74,7b9c74a8-beda-5c94-9a93-924062e53252,2023-04-01,Consumer To Merchant,5,#70B74 - Mitte - 2023-04-01
Prenzlauer Berg,#3536F,e526ecc1-4317-5d63-ab39-92032c752ddb,2023-04-15,Consumer To Merchant,5,#3536F - Prenzlauer Berg - 2023-04-15
Mitte,#6F596,e7899681-b3e6-510e-b4e7-0bebb5b4a276,2023-04-07,Consumer To Merchant,5,#6F596 - Mitte - 2023-04-07
Bergmannkiez,#9E533,8476070b-5484-5fdc-82ee-595e3659e3de,2023-04-04,Consumer To Merchant,5,#9E533 - Bergmannkiez - 2023-04-04
Bergmannkiez,#01F15,ade3f1ea-ee11-5a34-9bc6-e2bf167a7b14,2023-04-04,Consumer To Merchant,5,#01F15 - Bergmannkiez - 2023-04-04
Charlottenburg,#B2096,781107ef-838c-5915-81a9-b3e4fbe9ad17,2023-04-10,Consumer To Merchant,5,#B2096 - Charlottenburg - 2023-04-10
Samariterkiez,#3AE9B,6833c42f-0584-557a-adf1-0521d1aa8108,2023-04-25,Consumer To Merchant,4,#3AE9B - Samariterkiez - 2023-04-25
Friedrichshain,#0B48D,a5f48f35-82f1-56b9-b1ea-e8d267676bf8,2023-04-12,Consumer To Merchant,4,#0B48D - Friedrichshain - 2023-04-12
Prenzlauer Berg,#9FFFA,e967cafc-fb33-5026-a789-88cf1bb6bb50,2023-04-17,Consumer To Merchant,5,#9FFFA - Prenzlauer Berg - 2023-04-17
Charlottenburg,#3FF61,6a1c935c-f616-5e3a-8696-0ee108956d28,2023-04-18,Consumer To Merchant,4,#3FF61 - Charlottenburg - 2023-04-18
Mitte,#D49C5,fcc4f32b-3877-5bd8-914a-180b9570f8df,2023-04-01,Consumer To Merchant,5,#D49C5 - Mitte - 2023-04-01
Mitte,#27BFA,63805487-94c0-56e3-b3f6-fa25962322d3,2023-04-14,Consumer To Merchant,5,#27BFA - Mitte - 2023-04-14
Friedrichshain,#3B352,62825f41-ea0a-5940-97a5-79d67d9c4ee3,2023-04-14,Consumer To Merchant,5,#3B352 - Friedrichshain - 2023-04-14
Charlottenburg,#EC1F1,3fc91836-c37b-52c0-8770-0fc2a152f472,2023-04-17,Consumer To Merchant,5,#EC1F1 - Charlottenburg - 2023-04-17
Charlottenburg,#7440C,94461e49-593e-5257-b3bf-d37f44ecd3ba,2023-04-15,Consumer To Merchant,5,#7440C - Charlottenburg - 2023-04-15
Prenzlauer Berg,#4BBE1,606d0080-a3a6-56fd-9aad-ec136323b896,2023-04-15,Consumer To Merchant,5,#4BBE1 - Prenzlauer Berg - 2023-04-15
Mitte,#932E5,91b1e318-38a6-534e-8352-b2e8915be1e3,2023-04-08,Consumer To Merchant,5,#932E5 - Mitte - 2023-04-08
Friedrichshain,#5E56D,8b91646b-4532-543f-8410-086e6ec03a16,2023-04-14,Consumer To Merchant,5,#5E56D - Friedrichshain - 2023-04-14
Charlottenburg,#772E7,4e30b3ea-b8e4-5749-a803-6f9a78fc5c84,2023-04-05,Consumer To Merchant,2,#772E7 - Charlottenburg - 2023-04-05
Friedrichshain,#076F0,aada2e15-bc65-5c49-83dc-b8f52cf56035,2023-04-21,Consumer To Merchant,5,#076F0 - Friedrichshain - 2023-04-21
Prenzlauer Berg,#C5228,44a508dc-7577-5cae-98a6-a3b6ceadc154,2023-04-10,Consumer To Merchant,5,#C5228 - Prenzlauer Berg - 2023-04-10
Prenzlauer Berg,#3F81F,7466088b-1a94-54a0-ac49-700244157491,2023-04-24,Consumer To Merchant,4,#3F81F - Prenzlauer Berg - 2023-04-24
Kreuzberg,#FC106,050979f5-414e-5ffa-845e-af3b8c553993,2023-04-13,Consumer To Merchant,2,#FC106 - Kreuzberg - 2023-04-13
Prenzlauer Berg,#5F18D,407e5cb2-a6ae-5ec6-abe5-e7c5a5693ede,2023-04-13,Consumer To Merchant,5,#5F18D - Prenzlauer Berg - 2023-04-13
Bergmannkiez,#85901,7b660386-d3b2-5e3c-8c1f-455b3d199c6e,2023-04-06,Consumer To Merchant,5,#85901 - Bergmannkiez - 2023-04-06
Mitte,#03E30,97b8917b-c132-57ab-9b6d-c4508d7eedfc,2023-04-23,Consumer To Merchant,2,#03E30 - Mitte - 2023-04-23
Prenzlauer Berg,#D374E,4a52d2a0-1776-5e76-bcdb-36b8ce35a917,2023-04-12,Consumer To Merchant,5,#D374E - Prenzlauer Berg - 2023-04-12
Friedrichshain,#F08C6,ada35368-ace3-5c97-a26f-4dfd6fb295a0,2023-04-07,Consumer To Merchant,5,#F08C6 - Friedrichshain - 2023-04-07
Bergmannkiez,#86329,e9ba3f1c-c52b-5a92-8662-96b6f0477436,2023-04-04,Consumer To Merchant,5,#86329 - Bergmannkiez - 2023-04-04
Bergmannkiez,#900BC,4736637d-b78f-55ef-ab52-8e824a8083f2,2023-04-01,Consumer To Merchant,4,#900BC - Bergmannkiez - 2023-04-01
Prenzlauer Berg,#1BA22,8605a938-f849-5c8b-a5ad-1f3f9bd18cd5,2023-04-04,Consumer To Merchant,5,#1BA22 - Prenzlauer Berg - 2023-04-04
Kreuzberg,#121E3,779bac7c-f967-5136-82cd-ccb7c00075e6,2023-04-16,Consumer To Merchant,5,#121E3 - Kreuzberg - 2023-04-16
Bergmannkiez,#5E69D,9f14374d-c61e-56b5-845e-9ee52a68cf8f,2023-04-21,Consumer To Merchant,5,#5E69D - Bergmannkiez - 2023-04-21
Prenzlauer Berg,#E04BD,b6c0989e-6b27-5253-b6d6-08e0e77e298b,2023-04-01,Consumer To Merchant,5,#E04BD - Prenzlauer Berg - 2023-04-01
Prenzlauer Berg,#AA4F1,ad4f9438-6ccd-5c82-b923-ab8424a50084,2023-04-01,Consumer To Merchant,5,#AA4F1 - Prenzlauer Berg - 2023-04-01
Prenzlauer Berg,#19040,9178637b-e3f0-5d4f-b170-a8ac41298af0,2023-04-15,Consumer To Merchant,5,#19040 - Prenzlauer Berg - 2023-04-15
Leipzig Mitte,#ACF26,a284ef60-c7e1-54c5-b9f1-9ef14f7bded5,2023-05-29,Consumer To Merchant,5,#ACF26 - Leipzig Mitte - 2023-05-29
Prenzlauer Berg,#080A3,8132a1c4-7b15-5c79-9538-469bda9622f4,2023-05-31,Consumer To Merchant,4,#080A3 - Prenzlauer Berg - 2023-05-31
Samariterkiez,#E52A6,d0f2248b-167b-5a68-9393-68b4d1b5c90a,2023-05-31,Consumer To Merchant,5,#E52A6 - Samariterkiez - 2023-05-31
Samariterkiez,#6DA9A,0eb055e3-d1ee-51b6-a86c-56b746bc9905,2023-05-31,Consumer To Merchant,5,#6DA9A - Samariterkiez - 2023-05-31
Prenzlauer Berg,#06E33,449aa177-2029-519e-8184-1f364925626a,2023-05-30,Consumer To Merchant,5,#06E33 - Prenzlauer Berg - 2023-05-30
Prenzlauer Berg,#FB1B1,2ba25432-6c74-537c-9c05-b38cfec8c234,2023-05-31,Consumer To Merchant,2,#FB1B1 - Prenzlauer Berg - 2023-05-31
Prenzlauer Berg,#440F4,a783f62f-e510-562d-9e7b-425a46e53f51,2023-05-28,Consumer To Merchant,3,#440F4 - Prenzlauer Berg - 2023-05-28
Charlottenburg,#D208D,5b08dbf1-d587-5696-a146-0394fa1c66eb,2023-05-27,Consumer To Merchant,5,#D208D - Charlottenburg - 2023-05-27
Charlottenburg,#1ECC0,00c7f85a-4f84-5f87-928f-74422347575d,2023-05-28,Consumer To Merchant,2,#1ECC0 - Charlottenburg - 2023-05-28
Prenzlauer Berg,#D2CC2,caf7d278-3be2-5fc8-9403-964879fdb5a4,2023-05-27,Consumer To Merchant,5,#D2CC2 - Prenzlauer Berg - 2023-05-27
Friedrichshain,#57917,a241940e-d966-5224-ae4c-b1abb6765474,2023-05-30,Consumer To Merchant,4,#57917 - Friedrichshain - 2023-05-30
Mitte,#FE358,868f0fc9-67a9-54ae-8421-bf598f3e4089,2023-05-25,Consumer To Merchant,5,#FE358 - Mitte - 2023-05-25
Mitte,#5AE7D,ec596bc3-5a1b-5969-9ae3-73677cc64140,2023-05-27,Consumer To Merchant,5,#5AE7D - Mitte - 2023-05-27
Friedrichshain,#4CDE5,332970b7-af29-559a-b232-dce531d88995,2023-05-25,Consumer To Merchant,5,#4CDE5 - Friedrichshain - 2023-05-25
Friedrichshain,#2D1FC,914140d6-221a-5065-a5b3-a147d5cc5239,2023-05-25,Consumer To Merchant,5,#2D1FC - Friedrichshain - 2023-05-25
Prenzlauer Berg,#B83E5,a2f90fcf-63b9-532a-b98b-11c1dcfbf498,2023-05-25,Consumer To Merchant,5,#B83E5 - Prenzlauer Berg - 2023-05-25
Mitte,#8A89C,97b24d51-6787-5b5d-9714-7fb18f85e534,2023-05-28,Consumer To Merchant,4,#8A89C - Mitte - 2023-05-28
Mitte,#4680D,3f92e2ef-ab9d-537f-a365-c731cba2016a,2023-05-25,Consumer To Merchant,1,#4680D - Mitte - 2023-05-25
Mitte,#BC9F7,b6a9aef3-de71-5606-9be3-b99e3b5575d8,2023-05-25,Consumer To Merchant,5,#BC9F7 - Mitte - 2023-05-25
Charlottenburg,#5B53A,34e2d1f9-d580-5070-8f59-51cb52742f39,2023-05-21,Consumer To Merchant,5,#5B53A - Charlottenburg - 2023-05-21
Prenzlauer Berg,#6DDA9,7366453d-ede7-54e9-8492-e2cc73943f0c,2023-05-24,Consumer To Merchant,5,#6DDA9 - Prenzlauer Berg - 2023-05-24
Prenzlauer Berg,#13136,12f9111d-0e85-5013-a19f-a065bf41bd43,2023-05-26,Consumer To Merchant,5,#13136 - Prenzlauer Berg - 2023-05-26
Leipzig Mitte,#50C0D,1924e855-cab1-5946-b943-70e00d09a7d5,2023-05-21,Consumer To Merchant,5,#50C0D - Leipzig Mitte - 2023-05-21
Prenzlauer Berg,#6A7F1,9d738bc2-6e8f-5ca3-8208-7303feb33b86,2023-05-26,Consumer To Merchant,4,#6A7F1 - Prenzlauer Berg - 2023-05-26
Charlottenburg,#AEA33,128c94b3-92a1-51c1-b1d4-9ff9ee64df29,2023-05-26,Consumer To Merchant,4,#AEA33 - Charlottenburg - 2023-05-26
Prenzlauer Berg,#FEC75,99700db5-970a-54f9-a763-93b24ff7273a,2023-05-26,Consumer To Merchant,5,#FEC75 - Prenzlauer Berg - 2023-05-26
Mitte,#F49EF,c8922576-ac0e-587e-b201-7d81ba5c91bb,2023-05-26,Consumer To Merchant,5,#F49EF - Mitte - 2023-05-26
Bergmannkiez,#F8DE3,ce4a23e5-0846-5a21-81be-965d67988481,2023-05-26,Consumer To Merchant,5,#F8DE3 - Bergmannkiez - 2023-05-26
Mitte,#1C315,67c77e02-9831-57ae-b660-3762e8f0eb92,2023-05-25,Consumer To Merchant,5,#1C315 - Mitte - 2023-05-25
Bergmannkiez,#8E0FD,7a32d4cf-4971-56fd-b1a5-c22ddfb48ca8,2023-05-26,Consumer To Merchant,5,#8E0FD - Bergmannkiez - 2023-05-26
Charlottenburg,#FC0F6,5dc1a70e-12be-58b1-afa2-48d9b9d13775,2023-05-23,Consumer To Merchant,5,#FC0F6 - Charlottenburg - 2023-05-23
Mitte,#A0F45,8353bc6b-7baf-5aa8-a2d2-9b0c2208caa5,2023-05-25,Consumer To Merchant,5,#A0F45 - Mitte - 2023-05-25
Bergmannkiez,#91A23,7892db9f-7ff5-5b0b-aeca-3718d7e2bdf5,2023-05-28,Consumer To Merchant,5,#91A23 - Bergmannkiez - 2023-05-28
Prenzlauer Berg,#EF977,b258ca29-79c5-544e-a08c-2d0015d1c15c,2023-05-22,Consumer To Merchant,5,#EF977 - Prenzlauer Berg - 2023-05-22
Friedrichshain,#C6B9D,f800ae36-8926-512b-9b4c-e42a4102763a,2023-05-25,Consumer To Merchant,5,#C6B9D - Friedrichshain - 2023-05-25
Bergmannkiez,#898A9,ede945ea-040d-5412-af04-b1b400360b19,2023-05-23,Consumer To Merchant,2,#898A9 - Bergmannkiez - 2023-05-23
Mitte,#1A9A9,d46ec968-4681-5cd7-838b-07cc3e3743a2,2023-05-24,Consumer To Merchant,5,#1A9A9 - Mitte - 2023-05-24
Prenzlauer Berg,#241E3,63376448-17b3-53a2-8079-5714f2596916,2023-05-21,Consumer To Merchant,4,#241E3 - Prenzlauer Berg - 2023-05-21
Bergmannkiez,#FC182,3e25adfa-1fba-5fce-9b96-d7ab71fd0fc9,2023-05-20,Consumer To Merchant,5,#FC182 - Bergmannkiez - 2023-05-20
Prenzlauer Berg,#93638,8a074d69-b11f-5c38-8a5d-6c84f9d9f7dc,2023-05-24,Consumer To Merchant,5,#93638 - Prenzlauer Berg - 2023-05-24
Charlottenburg,#E5FD0,d62e6928-663d-52ea-9c5d-bd79bc77d239,2023-05-23,Consumer To Merchant,5,#E5FD0 - Charlottenburg - 2023-05-23
Charlottenburg,#34B67,6dbfb406-2abe-547f-9073-b2d75d368d60,2023-05-23,Consumer To Merchant,4,#34B67 - Charlottenburg - 2023-05-23
Charlottenburg,#194E4,86a7deaf-6834-59f9-8bad-59d4193fac24,2023-05-24,Consumer To Merchant,5,#194E4 - Charlottenburg - 2023-05-24
Friedrichshain,#126F9,599800c6-9a9d-52bf-9f8f-430ff9117d1b,2023-05-26,Consumer To Merchant,3,#126F9 - Friedrichshain - 2023-05-26
Mitte,#34F21,4f8305c5-699a-55cb-9ad4-7a69867274e2,2023-05-26,Consumer To Merchant,4,#34F21 - Mitte - 2023-05-26
Prenzlauer Berg,#FEC6F,72c5e113-5c8e-5fbd-a129-12fadd28a60f,2023-05-19,Consumer To Merchant,5,#FEC6F - Prenzlauer Berg - 2023-05-19
Charlottenburg,#A9F9F,20460f78-4471-55bb-be1a-597d86060821,2023-05-22,Consumer To Merchant,5,#A9F9F - Charlottenburg - 2023-05-22
Prenzlauer Berg,#F8E43,873ca53c-f696-5d64-aa7b-2fea11887605,2023-05-22,Consumer To Merchant,5,#F8E43 - Prenzlauer Berg - 2023-05-22
Kreuzberg,#B5DF3,c45b70fb-43af-5571-a8cf-dee62fd639bb,2023-05-21,Consumer To Merchant,5,#B5DF3 - Kreuzberg - 2023-05-21
Prenzlauer Berg,#9551B,fe11b90e-cada-5f6a-b48a-f2096b502a7b,2023-05-21,Consumer To Merchant,5,#9551B - Prenzlauer Berg - 2023-05-21
Mitte,#300AB,8910d83d-ca0a-5971-a510-9f581a8f0743,2023-05-20,Consumer To Merchant,1,#300AB - Mitte - 2023-05-20
Mitte,#A1B8A,6b222d26-e05b-5ed9-bf86-d51c41038270,2023-05-25,Consumer To Merchant,5,#A1B8A - Mitte - 2023-05-25
Prenzlauer Berg,#CF3F3,37ad0397-de22-52fe-adb1-397f3e438f72,2023-05-26,Consumer To Merchant,5,#CF3F3 - Prenzlauer Berg - 2023-05-26
Friedrichshain,#38B41,bd7c315a-2eb0-5127-8efc-299778a01cf2,2023-05-20,Consumer To Merchant,5,#38B41 - Friedrichshain - 2023-05-20
Leipzig Mitte,#C937D,2fa38059-fa9f-5390-84d8-db9d2d293c25,2023-05-23,Consumer To Merchant,5,#C937D - Leipzig Mitte - 2023-05-23
Prenzlauer Berg,#3E81F,4659e1dd-c9fe-5c0c-8aff-a625e20ac305,2023-05-21,Consumer To Merchant,5,#3E81F - Prenzlauer Berg - 2023-05-21
Leipzig Mitte,#4965C,acd12b0d-cf3b-55cd-b259-ab7894cf37e3,2023-05-21,Consumer To Merchant,4,#4965C - Leipzig Mitte - 2023-05-21
Mitte,#66044,d0940839-a9ad-5cb8-83f5-3cc2130ad8a8,2023-05-24,Consumer To Merchant,5,#66044 - Mitte - 2023-05-24
Kreuzberg,#DBD43,9917c8ff-20f9-5cc6-a7ac-d6a2a2009935,2023-05-24,Consumer To Merchant,5,#DBD43 - Kreuzberg - 2023-05-24
Bergmannkiez,#E6DF9,184d20fd-dee0-56c3-ab74-0b0ae1511858,2023-05-22,Consumer To Merchant,5,#E6DF9 - Bergmannkiez - 2023-05-22
Mitte,#219CF,370c224e-f0fa-5872-a720-daa9b2a99596,2023-05-20,Consumer To Merchant,5,#219CF - Mitte - 2023-05-20
Bergmannkiez,#53BD6,82cd91d9-11d7-55fd-b56f-4c6ca4180a92,2023-05-23,Consumer To Merchant,1,#53BD6 - Bergmannkiez - 2023-05-23
Prenzlauer Berg,#A81E4,77068f10-7e17-576a-82c1-b0344bd35ce3,2023-05-21,Consumer To Merchant,5,#A81E4 - Prenzlauer Berg - 2023-05-21
Bergmannkiez,#05E18,4629d301-5dcf-5f11-a435-39ff251af033,2023-05-18,Consumer To Merchant,4,#05E18 - Bergmannkiez - 2023-05-18
Mitte,#0B260,69b64382-b2fc-54be-9caf-dbf01b3ff304,2023-05-22,Consumer To Merchant,5,#0B260 - Mitte - 2023-05-22
Mitte,#3E488,a92f57e7-3aca-5b24-948d-81fe4a0eaa67,2023-05-22,Consumer To Merchant,4,#3E488 - Mitte - 2023-05-22
Mitte,#EC2D1,983530e1-0cff-502b-9152-59a779ca190c,2023-05-19,Consumer To Merchant,5,#EC2D1 - Mitte - 2023-05-19
Bergmannkiez,#5BF79,16f15960-7453-59d6-9b50-bb527e15a459,2023-05-23,Consumer To Merchant,4,#5BF79 - Bergmannkiez - 2023-05-23
Friedrichshain,#89A61,4b77c814-cd90-568c-b879-4bc363f95c3b,2023-05-18,Consumer To Merchant,5,#89A61 - Friedrichshain - 2023-05-18
Mitte,#FD76B,107cdb2e-29c8-5c56-971f-78c4fb725fd0,2023-05-18,Consumer To Merchant,5,#FD76B - Mitte - 2023-05-18
Mitte,#BC94E,208760f1-7026-51db-9384-3dae524b541c,2023-05-18,Consumer To Merchant,2,#BC94E - Mitte - 2023-05-18
Prenzlauer Berg,#EC460,8ccdb31a-4449-5596-9e1a-eac039202beb,2023-05-22,Consumer To Merchant,5,#EC460 - Prenzlauer Berg - 2023-05-22
Prenzlauer Berg,#85AAD,4afa4700-ffab-572b-b426-50c9d34d134b,2023-05-20,Consumer To Merchant,5,#85AAD - Prenzlauer Berg - 2023-05-20
Prenzlauer Berg,#DD31F,1ceb94a9-8b67-5bc7-bfe7-7ef933acb382,2023-05-23,Consumer To Merchant,4,#DD31F - Prenzlauer Berg - 2023-05-23
Bergmannkiez,#91194,c03f9522-45a0-5b79-8cfc-fe4d113ff8a0,2023-05-17,Consumer To Merchant,4,#91194 - Bergmannkiez - 2023-05-17
Kreuzberg,#1E247,606a2fd9-289f-501f-ab11-ebc0f042e6ef,2023-05-18,Consumer To Merchant,5,#1E247 - Kreuzberg - 2023-05-18
Mitte,#D9DEF,2d652c21-8983-5991-98c2-fa792f02746d,2023-05-17,Consumer To Merchant,5,#D9DEF - Mitte - 2023-05-17
Bergmannkiez,#F7A31,ff39003e-507d-5bce-8c8d-77521e8eda57,2023-05-17,Consumer To Merchant,1,#F7A31 - Bergmannkiez - 2023-05-17
Bergmannkiez,#772C9,e00b6605-6cd0-5fcc-be3e-334df32a5c2c,2023-05-20,Consumer To Merchant,5,#772C9 - Bergmannkiez - 2023-05-20
Prenzlauer Berg,#9FD0B,290faca9-f9e0-5689-a515-e4c890bf7c9e,2023-05-20,Consumer To Merchant,5,#9FD0B - Prenzlauer Berg - 2023-05-20
Samariterkiez,#6DED5,0db71975-35de-5f97-b07a-c40ffb367e73,2023-05-18,Consumer To Merchant,5,#6DED5 - Samariterkiez - 2023-05-18
Prenzlauer Berg,#BD1A2,dc91f48b-2249-5cf6-a2e1-03b052ff0684,2023-05-25,Consumer To Merchant,3,#BD1A2 - Prenzlauer Berg - 2023-05-25
Charlottenburg,#E88B7,acf014b1-2b02-5f6d-9376-9dc6188c27b6,2023-05-19,Consumer To Merchant,2,#E88B7 - Charlottenburg - 2023-05-19
Friedrichshain,#88A4A,ed5b47f2-0fac-5a30-84b9-067e8fb14b7e,2023-05-23,Consumer To Merchant,5,#88A4A - Friedrichshain - 2023-05-23
Friedrichshain,#3A2C9,89a82826-5a29-5e4e-930a-ffe9aab09eef,2023-05-23,Consumer To Merchant,5,#3A2C9 - Friedrichshain - 2023-05-23
Mitte,#5F6A6,d858ea95-e7e7-5a81-9176-dba087d322ea,2023-05-18,Consumer To Merchant,5,#5F6A6 - Mitte - 2023-05-18
Bergmannkiez,#B1350,b9961529-8c0a-5e52-ade2-a06e9a4a8146,2023-05-18,Consumer To Merchant,1,#B1350 - Bergmannkiez - 2023-05-18
Kreuzberg,#F232D,3964e185-7419-5ac2-8149-762b67164860,2023-05-19,Consumer To Merchant,5,#F232D - Kreuzberg - 2023-05-19
Friedrichshain,#F8BD6,0e65e9b5-5c56-54e4-ba3a-9942e94b281e,2023-05-19,Consumer To Merchant,5,#F8BD6 - Friedrichshain - 2023-05-19
Mitte,#87137,d1617b83-11c2-52a4-aee7-1386976f0177,2023-05-17,Consumer To Merchant,4,#87137 - Mitte - 2023-05-17
Bergmannkiez,#F6A45,f70c8043-2668-51ba-9550-47dd76b46a3c,2023-05-18,Consumer To Merchant,3,#F6A45 - Bergmannkiez - 2023-05-18
Mitte,#5B3F1,bf1cadc2-e2f2-5129-9e54-f9d70146b3ef,2023-05-15,Consumer To Merchant,5,#5B3F1 - Mitte - 2023-05-15
Leipzig Mitte,#B86F9,7dfaa320-0683-5cc8-8790-69131eac483b,2023-05-18,Consumer To Merchant,5,#B86F9 - Leipzig Mitte - 2023-05-18
Mitte,#BF661,64bde4fa-d040-58d5-bcba-15133a4e83c6,2023-05-17,Consumer To Merchant,5,#BF661 - Mitte - 2023-05-17
Charlottenburg,#B9078,b22c0bf7-b723-56a6-bb29-aa0ed6047a22,2023-05-17,Consumer To Merchant,5,#B9078 - Charlottenburg - 2023-05-17
Bergmannkiez,#4C815,16c09af2-fedd-58b3-b535-87dd10a2e02d,2023-05-17,Consumer To Merchant,4,#4C815 - Bergmannkiez - 2023-05-17
Leipzig Mitte,#3B479,850ea67d-aeec-5bbe-af25-b6b02afd0389,2023-05-16,Consumer To Merchant,1,#3B479 - Leipzig Mitte - 2023-05-16
Leipzig Mitte,#04BB4,b6e85198-b471-5f63-8990-970b5d61399e,2023-05-14,Consumer To Merchant,4,#04BB4 - Leipzig Mitte - 2023-05-14
Mitte,#0C1E9,66c46cbc-df36-51c4-be9c-c65268b8ac3f,2023-05-15,Consumer To Merchant,3,#0C1E9 - Mitte - 2023-05-15
Mitte,#BC191,78e222d0-e7a0-5bfd-bd7a-b449afdffe37,2023-05-22,Consumer To Merchant,5,#BC191 - Mitte - 2023-05-22
Friedrichshain,#F9F62,aceac454-8786-595e-93c9-df689b11ef18,2023-05-22,Consumer To Merchant,5,#F9F62 - Friedrichshain - 2023-05-22
Bergmannkiez,#8ABD9,acca523e-ec6e-596a-90be-ab63b4309d99,2023-05-18,Consumer To Merchant,5,#8ABD9 - Bergmannkiez - 2023-05-18
Samariterkiez,#9C144,d9f59481-f84f-5fe1-8786-b7d7e3dbae2f,2023-05-16,Consumer To Merchant,1,#9C144 - Samariterkiez - 2023-05-16
Mitte,#FA4B8,ce8efcd0-32d3-5464-b9be-a344fb1bdd18,2023-05-14,Consumer To Merchant,5,#FA4B8 - Mitte - 2023-05-14
Mitte,#7C753,30e3df27-700e-5286-870e-d884bd666afd,2023-05-19,Consumer To Merchant,5,#7C753 - Mitte - 2023-05-19
